date,state,county,deaths,rank
2020-04-12,Kentucky,other,25,100
2020-04-12,Kentucky,Jefferson,23,1
2020-04-12,Kentucky,Kenton,3,2
2020-04-12,Maryland,other,71,100
2020-04-12,Maryland,other,21,4
2020-04-12,Maryland,other,22,5
2020-04-12,Maryland,Baltimore,19,3
2020-04-12,Maryland,Montgomery,50,1
2020-04-12,Maryland,Prince George's,45,2
2020-04-12,Michigan,other,177,100
2020-04-12,Michigan,Oakland,142,2
2020-04-12,Michigan,Wayne,418,1
2020-04-12,Michigan,Macomb,175,3
2020-04-12,Missouri,other,27,100
2020-04-12,Missouri,St. Louis,38,1
2020-04-12,Missouri,St. Louis city,13,2
2020-04-12,Nebraska,other,1,5
2020-04-12,Nebraska,other,3,100
2020-04-12,Nebraska,Dakota,0,3
2020-04-12,Nebraska,Douglas,1,2
2020-04-12,Nebraska,Hall,4,1
2020-04-12,Nebraska,other,1,4
2020-04-12,Nebraska,other,0,6
2020-04-12,New York,New York City,3677,1
2020-04-12,New York,other,1135,100
2020-04-12,Oklahoma,other,20,100
2020-04-12,Oklahoma,Cleveland,4,3
2020-04-12,Oklahoma,other,4,6
2020-04-12,Oklahoma,Oklahoma,4,1
2020-04-12,Oklahoma,Tulsa,6,2
2020-04-12,Oklahoma,other,4,5
2020-04-12,Oklahoma,other,4,4
2020-04-12,Virginia,other,87,100
2020-04-12,Virginia,Arlington,10,3
2020-04-12,Virginia,Fairfax,21,1
2020-04-12,Virginia,Henrico,10,2
2020-04-12,Virginia,other,0,4
2020-04-12,Louisiana,other,-2,6
2020-04-12,Louisiana,other,29,4
2020-04-12,Louisiana,other,175,100
2020-04-12,Louisiana,East Baton Rouge,27,3
2020-04-12,Louisiana,Jefferson,105,2
2020-04-12,Louisiana,Orleans,92,1
2020-04-12,Louisiana,other,35,5
2020-04-12,Minnesota,other,18,100
2020-04-12,Minnesota,Hennepin,39,1
2020-04-12,Tennessee,other,17,100
2020-04-12,Tennessee,other,0,4
2020-04-12,Tennessee,Shelby,9,1
2020-04-12,Tennessee,Sumner,8,3
2020-04-12,Tennessee,Davidson,7,2
2020-04-12,Wisconsin,other,34,100
2020-04-12,Wisconsin,Milwaukee,37,1
2020-04-12,California,other,203,100
2020-04-12,California,Los Angeles,311,1
2020-04-12,New Jersey,other,171,100
2020-04-12,New Jersey,Bergen,306,2
2020-04-12,New Jersey,Essex,320,1
2020-04-12,New Jersey,Hudson,251,3
2020-04-12,New Jersey,other,61,10
2020-04-12,New Jersey,other,136,5
2020-04-12,New Jersey,other,106,9
2020-04-12,New Jersey,other,103,8
2020-04-12,New Jersey,other,80,7
2020-04-12,New Jersey,other,124,6
2020-04-12,New Jersey,other,68,11
2020-04-12,New Jersey,other,161,4
2020-04-12,New Mexico,Bernalillo,10,3
2020-04-12,New Mexico,other,4,100
2020-04-12,New Mexico,McKinley,3,2
2020-04-12,New Mexico,other,3,4
2020-04-12,New Mexico,San Juan,13,1
2020-04-12,Washington,other,50,100
2020-04-12,Washington,King,56,1
2020-04-12,Washington,Snohomish,25,2
2020-04-12,Connecticut,other,58,100
2020-04-12,Connecticut,Fairfield,212,1
2020-04-12,Connecticut,Hartford,188,2
2020-04-12,Connecticut,New Haven,134,3
2020-04-12,Mississippi,other,28,100
2020-04-12,Mississippi,other,5,13
2020-04-12,Mississippi,other,0,14
2020-04-12,Mississippi,other,0,16
2020-04-12,Mississippi,other,1,12
2020-04-12,Mississippi,Forrest,1,2
2020-04-12,Mississippi,other,6,6
2020-04-12,Mississippi,other,1,15
2020-04-12,Mississippi,other,0,11
2020-04-12,Mississippi,Lauderdale,6,1
2020-04-12,Mississippi,other,2,5
2020-04-12,Mississippi,other,4,9
2020-04-12,Mississippi,Neshoba,1,3
2020-04-12,Mississippi,other,4,4
2020-04-12,Puerto Rico,Unknown,18,1
2020-04-12,North Dakota,other,2,100
2020-04-12,North Dakota,Cass,0,1
2020-04-12,Pennsylvania,other,151,100
2020-04-12,Pennsylvania,other,21,5
2020-04-12,Pennsylvania,other,42,4
2020-04-12,Pennsylvania,other,21,7
2020-04-12,Pennsylvania,Delaware,39,3
2020-04-12,Pennsylvania,other,70,6
2020-04-12,Pennsylvania,Montgomery,79,2
2020-04-12,Pennsylvania,Philadelphia,212,1
2020-04-12,Rhode Island,Unknown,81,2
2020-04-12,Rhode Island,other,0,100
2020-04-12,Rhode Island,Providence,0,1
2020-04-12,South Dakota,other,0,100
2020-04-12,South Dakota,Minnehaha,1,1
2020-04-12,Massachusetts,other,22,100
2020-04-12,Massachusetts,other,44,8
2020-04-12,Massachusetts,Essex,102,2
2020-04-12,Massachusetts,other,108,6
2020-04-12,Massachusetts,Middlesex,197,1
2020-04-12,Massachusetts,other,136,4
2020-04-12,Massachusetts,other,71,7
2020-04-12,Massachusetts,Suffolk,133,3
2020-04-12,Massachusetts,other,61,5
2020-04-12,New Hampshire,other,2,100
2020-04-12,New Hampshire,Hillsborough,8,1
2020-04-12,New Hampshire,Rockingham,5,2
2020-04-12,West Virginia,other,5,100
2020-04-12,West Virginia,Jackson,2,1
2020-04-12,West Virginia,Kanawha,0,1
2020-04-12,West Virginia,other,1,5
2020-04-12,West Virginia,Wayne,3,3
2020-04-12,West Virginia,other,1,4
2020-04-12,North Carolina,other,23,100
2020-04-12,North Carolina,other,1,5
2020-04-12,North Carolina,other,10,7
2020-04-12,North Carolina,other,2,17
2020-04-12,North Carolina,other,4,15
2020-04-12,North Carolina,other,4,6
2020-04-12,North Carolina,other,3,9
2020-04-12,North Carolina,other,3,18
2020-04-12,North Carolina,other,0,8
2020-04-12,North Carolina,Durham,3,3
2020-04-12,North Carolina,other,11,13
2020-04-12,North Carolina,Guilford,4,2
2020-04-12,North Carolina,other,9,4
2020-04-12,North Carolina,Mecklenburg,12,1
2020-04-12,South Carolina,other,9,100
2020-04-12,South Carolina,other,2,11
2020-04-12,South Carolina,other,4,4
2020-04-12,South Carolina,Richland,4,1
2020-04-12,South Carolina,other,3,7
2020-04-12,South Carolina,other,2,9
2020-04-12,South Carolina,Clarendon,2,3
2020-04-12,South Carolina,Greenville,4,2
2020-04-12,South Carolina,other,5,6
2020-04-12,South Carolina,other,4,10
2020-04-12,Virgin Islands,Unknown,2,1
2020-04-12,District of Columbia,District of Columbia,44,1
2020-04-12,Northern Mariana Islands,Unknown,0,1
2020-04-19,Guam,Unknown,0,1
2020-04-19,Iowa,other,5,100
2020-04-19,Iowa,Black Hawk,7,3
2020-04-19,Iowa,Linn,8,2
2020-04-19,Iowa,other,4,4
2020-04-19,Iowa,Polk,11,1
2020-04-19,Iowa,other,1,6
2020-04-19,Iowa,other,1,5
2020-04-19,Ohio,other,13,10
2020-04-19,Ohio,other,76,100
2020-04-19,Ohio,Cuyahoga,39,3
2020-04-19,Ohio,Franklin,23,1
2020-04-19,Ohio,other,24,6
2020-04-19,Ohio,other,3,8
2020-04-19,Ohio,Lucas,28,2
2020-04-19,Ohio,other,21,4
2020-04-19,Ohio,other,7,9
2020-04-19,Ohio,other,11,7
2020-04-19,Ohio,other,15,5
2020-04-19,Utah,other,4,100
2020-04-19,Utah,Salt Lake,12,1
2020-04-19,Idaho,Ada,5,1
2020-04-19,Idaho,other,2,100
2020-04-19,Idaho,other,0,5
2020-04-19,Idaho,other,1,4
2020-04-19,Idaho,Nez Perce,2,3
2020-04-19,Idaho,Twin Falls,2,1
2020-04-19,Maine,other,2,100
2020-04-19,Maine,Cumberland,10,1
2020-04-19,Maine,Kennebec,1,3
2020-04-19,Maine,Waldo,4,2
2020-04-19,Maine,York,1,3
2020-04-19,Texas,other,88,100
2020-04-19,Texas,other,4,6
2020-04-19,Texas,Tarrant,14,3
2020-04-19,Texas,other,13,4
2020-04-19,Texas,Harris,18,1
2020-04-19,Texas,other,5,5
2020-04-19,Texas,other,12,7
2020-04-19,Texas,Dallas,21,2
2020-04-19,Alaska,other,0,100
2020-04-19,Alaska,Fairbanks North Star Borough,0,2
2020-04-19,Alaska,Kenai Peninsula Borough,0,3
2020-04-19,Alaska,Matanuska-Susitna Borough,0,3
2020-04-19,Alaska,Anchorage,0,1
2020-04-19,Hawaii,other,0,100
2020-04-19,Hawaii,Honolulu,3,1
2020-04-19,Hawaii,Maui,2,2
2020-04-19,Kansas,other,3,100
2020-04-19,Kansas,Johnson,13,2
2020-04-19,Kansas,Sedgwick,3,3
2020-04-19,Kansas,Wyandotte,15,1
2020-04-19,Nevada,other,13,100
2020-04-19,Nevada,Clark,41,1
2020-04-19,Oregon,other,4,100
2020-04-19,Oregon,Marion,1,2
2020-04-19,Oregon,Multnomah,7,1
2020-04-19,Oregon,Washington,3,3
2020-04-19,Alabama,other,20,100
2020-04-19,Alabama,Jefferson,8,2
2020-04-19,Alabama,other,9,5
2020-04-19,Alabama,Mobile,15,1
2020-04-19,Alabama,other,1,4
2020-04-19,Alabama,Tallapoosa,6,3
2020-04-19,Alabama,other,7,6
2020-04-19,Arizona,other,23,100
2020-04-19,Arizona,Maricopa,51,1
2020-04-19,Arizona,Pima,20,2
2020-04-19,Florida,other,122,100
2020-04-19,Florida,Miami-Dade,97,1
2020-04-19,Florida,Palm Beach,41,2
2020-04-19,Florida,Broward,47,3
2020-04-19,Georgia,other,144,100
2020-04-19,Georgia,other,4,6
2020-04-19,Georgia,Cobb,23,2
2020-04-19,Georgia,other,12,5
2020-04-19,Georgia,Dougherty,17,3
2020-04-19,Georgia,Fulton,17,1
2020-04-19,Georgia,other,10,4
2020-04-19,Indiana,other,151,100
2020-04-19,Indiana,Lake,24,2
2020-04-19,Indiana,Marion,65,1
2020-04-19,Montana,other,0,100
2020-04-19,Montana,Cascade,1,3
2020-04-19,Montana,Flathead,1,3
2020-04-19,Montana,Toole,2,1
2020-04-19,Montana,Yellowstone,0,2
2020-04-19,Vermont,other,2,100
2020-04-19,Vermont,Chittenden,7,1
2020-04-19,Wyoming,other,1,100
2020-04-19,Wyoming,Fremont,4,1
2020-04-19,Wyoming,Laramie,0,2
2020-04-19,Wyoming,Washakie,0,2
2020-04-19,Arkansas,other,6,100
2020-04-19,Arkansas,Crittenden,1,3
2020-04-19,Arkansas,Jefferson,1,2
2020-04-19,Arkansas,other,0,4
2020-04-19,Arkansas,Pulaski,2,1
2020-04-19,Colorado,other,24,5
2020-04-19,Colorado,other,42,100
2020-04-19,Colorado,Arapahoe,65,2
2020-04-19,Colorado,other,12,7
2020-04-19,Colorado,Denver,58,1
2020-04-19,Colorado,other,17,6
2020-04-19,Colorado,Jefferson,25,3
2020-04-19,Colorado,other,17,4
2020-04-19,Delaware,other,0,100
2020-04-19,Delaware,Kent,8,3
2020-04-19,Delaware,New Castle,20,1
2020-04-19,Delaware,Sussex,17,2
2020-04-19,Illinois,other,205,100
2020-04-19,Illinois,Cook,407,1
2020-04-19,Kentucky,other,40,100
2020-04-19,Kentucky,Jefferson,18,1
2020-04-19,Kentucky,Kenton,5,2
2020-04-19,Maryland,other,80,100
2020-04-19,Maryland,other,35,4
2020-04-19,Maryland,other,29,5
2020-04-19,Maryland,Baltimore,34,3
2020-04-19,Maryland,Montgomery,85,1
2020-04-19,Maryland,Prince George's,78,2
2020-04-19,Michigan,other,189,100
2020-04-19,Michigan,Oakland,154,2
2020-04-19,Michigan,Wayne,490,1
2020-04-19,Michigan,Macomb,133,3
2020-04-19,Missouri,other,19,100
2020-04-19,Missouri,St. Louis,47,1
2020-04-19,Missouri,St. Louis city,20,2
2020-04-19,Nebraska,other,3,100
2020-04-19,Nebraska,other,0,5
2020-04-19,Nebraska,Dakota,1,3
2020-04-19,Nebraska,Douglas,6,2
2020-04-19,Nebraska,Hall,13,1
2020-04-19,Nebraska,other,2,4
2020-04-19,Nebraska,other,0,6
2020-04-19,New York,New York City,3735,1
2020-04-19,New York,other,1620,100
2020-04-19,Oklahoma,other,18,100
2020-04-19,Oklahoma,Cleveland,6,3
2020-04-19,Oklahoma,other,6,6
2020-04-19,Oklahoma,Oklahoma,6,1
2020-04-19,Oklahoma,Tulsa,5,2
2020-04-19,Oklahoma,other,5,5
2020-04-19,Oklahoma,other,9,4
2020-04-19,Virginia,other,136,100
2020-04-19,Virginia,Arlington,17,3
2020-04-19,Virginia,Fairfax,53,1
2020-04-19,Virginia,Henrico,44,2
2020-04-19,Virginia,other,18,4
2020-04-19,Louisiana,other,-1,6
2020-04-19,Louisiana,other,24,4
2020-04-19,Louisiana,other,161,100
2020-04-19,Louisiana,East Baton Rouge,42,3
2020-04-19,Louisiana,Jefferson,50,2
2020-04-19,Louisiana,Orleans,75,1
2020-04-19,Louisiana,other,26,5
2020-04-19,Minnesota,other,37,100
2020-04-19,Minnesota,Hennepin,86,1
2020-04-19,Tennessee,other,14,100
2020-04-19,Tennessee,other,2,4
2020-04-19,Tennessee,Shelby,9,1
2020-04-19,Tennessee,Sumner,4,3
2020-04-19,Tennessee,Davidson,2,2
2020-04-19,Wisconsin,other,19,100
2020-04-19,Wisconsin,Milwaukee,35,1
2020-04-19,California,other,227,100
2020-04-19,California,Los Angeles,319,1
2020-04-19,New Jersey,other,165,100
2020-04-19,New Jersey,Bergen,213,2
2020-04-19,New Jersey,Essex,287,1
2020-04-19,New Jersey,Hudson,221,3
2020-04-19,New Jersey,other,73,10
2020-04-19,New Jersey,other,118,5
2020-04-19,New Jersey,other,66,9
2020-04-19,New Jersey,other,92,8
2020-04-19,New Jersey,other,105,7
2020-04-19,New Jersey,other,173,6
2020-04-19,New Jersey,other,73,11
2020-04-19,New Jersey,other,207,4
2020-04-19,New Mexico,Bernalillo,10,3
2020-04-19,New Mexico,other,3,100
2020-04-19,New Mexico,McKinley,4,2
2020-04-19,New Mexico,other,4,4
2020-04-19,New Mexico,San Juan,19,1
2020-04-19,Washington,other,44,100
2020-04-19,Washington,King,59,1
2020-04-19,Washington,Snohomish,11,2
2020-04-19,Connecticut,other,80,100
2020-04-19,Connecticut,Fairfield,257,1
2020-04-19,Connecticut,Hartford,264,2
2020-04-19,Connecticut,New Haven,175,3
2020-04-19,Mississippi,other,30,100
2020-04-19,Mississippi,other,1,13
2020-04-19,Mississippi,other,0,14
2020-04-19,Mississippi,other,2,16
2020-04-19,Mississippi,other,1,12
2020-04-19,Mississippi,Forrest,4,2
2020-04-19,Mississippi,other,8,6
2020-04-19,Mississippi,other,0,15
2020-04-19,Mississippi,other,0,11
2020-04-19,Mississippi,Lauderdale,5,1
2020-04-19,Mississippi,other,9,5
2020-04-19,Mississippi,other,4,9
2020-04-19,Mississippi,Neshoba,1,3
2020-04-19,Mississippi,other,4,4
2020-04-19,Puerto Rico,Unknown,23,1
2020-04-19,North Dakota,other,0,100
2020-04-19,North Dakota,Cass,7,1
2020-04-19,Pennsylvania,other,234,100
2020-04-19,Pennsylvania,other,48,5
2020-04-19,Pennsylvania,other,62,4
2020-04-19,Pennsylvania,other,46,7
2020-04-19,Pennsylvania,Delaware,64,3
2020-04-19,Pennsylvania,other,47,6
2020-04-19,Pennsylvania,Montgomery,67,2
2020-04-19,Pennsylvania,Philadelphia,124,1
2020-04-19,Rhode Island,Unknown,-21,2
2020-04-19,Rhode Island,other,8,100
2020-04-19,Rhode Island,Providence,91,1
2020-04-19,South Dakota,other,1,100
2020-04-19,South Dakota,Minnehaha,2,1
2020-04-19,Massachusetts,other,42,100
2020-04-19,Massachusetts,other,47,8
2020-04-19,Massachusetts,Essex,142,2
2020-04-19,Massachusetts,other,113,6
2020-04-19,Massachusetts,Middlesex,295,1
2020-04-19,Massachusetts,other,183,4
2020-04-19,Massachusetts,other,91,7
2020-04-19,Massachusetts,Suffolk,177,3
2020-04-19,Massachusetts,other,80,5
2020-04-19,New Hampshire,other,7,100
2020-04-19,New Hampshire,Hillsborough,8,1
2020-04-19,New Hampshire,Rockingham,7,2
2020-04-19,West Virginia,other,3,100
2020-04-19,West Virginia,Jackson,5,1
2020-04-19,West Virginia,Kanawha,4,1
2020-04-19,West Virginia,other,0,5
2020-04-19,West Virginia,Wayne,3,3
2020-04-19,West Virginia,other,0,4
2020-04-19,North Carolina,other,33,100
2020-04-19,North Carolina,other,10,5
2020-04-19,North Carolina,other,8,7
2020-04-19,North Carolina,other,4,17
2020-04-19,North Carolina,other,5,15
2020-04-19,North Carolina,other,9,6
2020-04-19,North Carolina,other,12,9
2020-04-19,North Carolina,other,3,18
2020-04-19,North Carolina,other,6,8
2020-04-19,North Carolina,Durham,5,3
2020-04-19,North Carolina,other,8,13
2020-04-19,North Carolina,Guilford,6,2
2020-04-19,North Carolina,other,3,4
2020-04-19,North Carolina,Mecklenburg,17,1
2020-04-19,South Carolina,other,20,100
2020-04-19,South Carolina,other,1,11
2020-04-19,South Carolina,other,4,4
2020-04-19,South Carolina,Richland,4,1
2020-04-19,South Carolina,other,3,7
2020-04-19,South Carolina,other,5,9
2020-04-19,South Carolina,Clarendon,3,3
2020-04-19,South Carolina,Greenville,5,2
2020-04-19,South Carolina,other,0,6
2020-04-19,South Carolina,other,2,10
2020-04-19,Virgin Islands,Unknown,0,1
2020-04-19,District of Columbia,District of Columbia,74,1
2020-04-19,Northern Mariana Islands,Unknown,0,1
2020-04-26,Guam,Unknown,0,1
2020-04-26,Iowa,other,11,100
2020-04-26,Iowa,Black Hawk,5,3
2020-04-26,Iowa,Linn,14,2
2020-04-26,Iowa,other,9,4
2020-04-26,Iowa,Polk,14,1
2020-04-26,Iowa,other,1,6
2020-04-26,Iowa,other,1,5
2020-04-26,Ohio,other,18,10
2020-04-26,Ohio,other,76,100
2020-04-26,Ohio,Cuyahoga,24,3
2020-04-26,Ohio,Franklin,28,1
2020-04-26,Ohio,other,24,6
2020-04-26,Ohio,other,14,8
2020-04-26,Ohio,Lucas,60,2
2020-04-26,Ohio,other,16,4
2020-04-26,Ohio,other,10,9
2020-04-26,Ohio,other,18,7
2020-04-26,Ohio,other,22,5
2020-04-26,Utah,other,3,100
2020-04-26,Utah,Salt Lake,5,1
2020-04-26,Idaho,Ada,2,1
2020-04-26,Idaho,other,0,100
2020-04-26,Idaho,other,0,5
2020-04-26,Idaho,other,1,4
2020-04-26,Idaho,Nez Perce,5,3
2020-04-26,Idaho,Twin Falls,0,1
2020-04-26,Maine,other,0,100
2020-04-26,Maine,Cumberland,3,1
2020-04-26,Maine,Kennebec,1,3
2020-04-26,Maine,Waldo,2,2
2020-04-26,Maine,York,0,3
2020-04-26,Texas,other,91,100
2020-04-26,Texas,other,10,6
2020-04-26,Texas,Tarrant,19,3
2020-04-26,Texas,other,15,4
2020-04-26,Texas,Harris,40,1
2020-04-26,Texas,other,5,5
2020-04-26,Texas,other,4,7
2020-04-26,Texas,Dallas,29,2
2020-04-26,Alaska,other,0,100
2020-04-26,Alaska,Fairbanks North Star Borough,0,2
2020-04-26,Alaska,Kenai Peninsula Borough,0,3
2020-04-26,Alaska,Matanuska-Susitna Borough,0,3
2020-04-26,Alaska,Anchorage,0,1
2020-04-26,Hawaii,other,0,100
2020-04-26,Hawaii,Honolulu,2,1
2020-04-26,Hawaii,Maui,0,2
2020-04-26,Kansas,other,7,100
2020-04-26,Kansas,Johnson,3,2
2020-04-26,Kansas,Sedgwick,6,3
2020-04-26,Kansas,Wyandotte,5,1
2020-04-26,Nevada,other,6,100
2020-04-26,Nevada,Clark,41,1
2020-04-26,Oregon,other,5,100
2020-04-26,Oregon,Marion,5,2
2020-04-26,Oregon,Multnomah,11,1
2020-04-26,Oregon,Washington,1,3
2020-04-26,Alabama,other,28,100
2020-04-26,Alabama,Jefferson,15,2
2020-04-26,Alabama,other,5,5
2020-04-26,Alabama,Mobile,21,1
2020-04-26,Alabama,other,2,4
2020-04-26,Alabama,Tallapoosa,1,3
2020-04-26,Alabama,other,3,6
2020-04-26,Arizona,other,27,100
2020-04-26,Arizona,Maricopa,38,1
2020-04-26,Arizona,Pima,13,2
2020-04-26,Florida,other,155,100
2020-04-26,Florida,Miami-Dade,72,1
2020-04-26,Florida,Palm Beach,40,2
2020-04-26,Florida,Broward,42,3
2020-04-26,Georgia,other,155,100
2020-04-26,Georgia,other,12,6
2020-04-26,Georgia,Cobb,22,2
2020-04-26,Georgia,other,16,5
2020-04-26,Georgia,Dougherty,16,3
2020-04-26,Georgia,Fulton,31,1
2020-04-26,Georgia,other,12,4
2020-04-26,Indiana,other,280,100
2020-04-26,Indiana,Lake,37,2
2020-04-26,Indiana,Marion,127,1
2020-04-26,Montana,other,1,100
2020-04-26,Montana,Cascade,0,3
2020-04-26,Montana,Flathead,0,3
2020-04-26,Montana,Toole,0,1
2020-04-26,Montana,Yellowstone,1,2
2020-04-26,Vermont,other,1,100
2020-04-26,Vermont,Chittenden,4,1
2020-04-26,Wyoming,other,0,100
2020-04-26,Wyoming,Fremont,0,1
2020-04-26,Wyoming,Laramie,0,2
2020-04-26,Wyoming,Washakie,0,2
2020-04-26,Arkansas,other,8,100
2020-04-26,Arkansas,Crittenden,0,3
2020-04-26,Arkansas,Jefferson,9,2
2020-04-26,Arkansas,other,2,4
2020-04-26,Arkansas,Pulaski,5,1
2020-04-26,Colorado,other,11,5
2020-04-26,Colorado,other,30,100
2020-04-26,Colorado,Arapahoe,26,2
2020-04-26,Colorado,other,13,7
2020-04-26,Colorado,Denver,32,1
2020-04-26,Colorado,other,8,6
2020-04-26,Colorado,Jefferson,20,3
2020-04-26,Colorado,other,22,4
2020-04-26,Delaware,other,0,100
2020-04-26,Delaware,Kent,11,3
2020-04-26,Delaware,New Castle,24,1
2020-04-26,Delaware,Sussex,21,2
2020-04-26,Illinois,other,216,100
2020-04-26,Illinois,Cook,476,1
2020-04-26,Kentucky,other,25,100
2020-04-26,Kentucky,Jefferson,15,1
2020-04-26,Kentucky,Kenton,4,2
2020-04-26,Maryland,other,37,100
2020-04-26,Maryland,other,48,4
2020-04-26,Maryland,other,24,5
2020-04-26,Maryland,Baltimore,60,3
2020-04-26,Maryland,Montgomery,111,1
2020-04-26,Maryland,Prince George's,96,2
2020-04-26,Michigan,other,182,100
2020-04-26,Michigan,Oakland,133,2
2020-04-26,Michigan,Wayne,324,1
2020-04-26,Michigan,Macomb,108,3
2020-04-26,Missouri,other,28,100
2020-04-26,Missouri,St. Louis,50,1
2020-04-26,Missouri,St. Louis city,15,2
2020-04-26,Nebraska,other,3,5
2020-04-26,Nebraska,other,4,100
2020-04-26,Nebraska,Dakota,1,3
2020-04-26,Nebraska,Douglas,2,2
2020-04-26,Nebraska,Hall,7,1
2020-04-26,Nebraska,other,6,4
2020-04-26,Nebraska,other,0,6
2020-04-26,New York,New York City,1875,1
2020-04-26,New York,other,834,100
2020-04-26,Oklahoma,other,18,100
2020-04-26,Oklahoma,Cleveland,2,3
2020-04-26,Oklahoma,other,3,6
2020-04-26,Oklahoma,Oklahoma,4,1
2020-04-26,Oklahoma,Tulsa,7,2
2020-04-26,Oklahoma,other,2,5
2020-04-26,Oklahoma,other,8,4
2020-04-26,Virginia,other,75,100
2020-04-26,Virginia,Arlington,17,3
2020-04-26,Virginia,Fairfax,63,1
2020-04-26,Virginia,Henrico,15,2
2020-04-26,Virginia,other,10,4
2020-04-26,Louisiana,other,0,6
2020-04-26,Louisiana,other,21,4
2020-04-26,Louisiana,other,146,100
2020-04-26,Louisiana,East Baton Rouge,34,3
2020-04-26,Louisiana,Jefferson,44,2
2020-04-26,Louisiana,Orleans,40,1
2020-04-26,Louisiana,other,21,5
2020-04-26,Minnesota,other,47,100
2020-04-26,Minnesota,Hennepin,104,1
2020-04-26,Tennessee,other,7,100
2020-04-26,Tennessee,other,3,4
2020-04-26,Tennessee,Shelby,11,1
2020-04-26,Tennessee,Sumner,4,3
2020-04-26,Tennessee,Davidson,6,2
2020-04-26,Wisconsin,other,34,100
2020-04-26,Wisconsin,Milwaukee,34,1
2020-04-26,California,other,207,100
2020-04-26,California,Los Angeles,314,1
2020-04-26,New Jersey,other,217,100
2020-04-26,New Jersey,Bergen,248,2
2020-04-26,New Jersey,Essex,246,1
2020-04-26,New Jersey,Hudson,179,3
2020-04-26,New Jersey,other,69,10
2020-04-26,New Jersey,other,187,5
2020-04-26,New Jersey,other,85,9
2020-04-26,New Jersey,other,93,8
2020-04-26,New Jersey,other,109,7
2020-04-26,New Jersey,other,208,6
2020-04-26,New Jersey,other,70,11
2020-04-26,New Jersey,other,168,4
2020-04-26,New Mexico,Bernalillo,5,3
2020-04-26,New Mexico,other,4,100
2020-04-26,New Mexico,McKinley,11,2
2020-04-26,New Mexico,other,7,4
2020-04-26,New Mexico,San Juan,18,1
2020-04-26,Washington,other,30,100
2020-04-26,Washington,King,55,1
2020-04-26,Washington,Snohomish,5,2
2020-04-26,Connecticut,other,62,100
2020-04-26,Connecticut,Fairfield,176,1
2020-04-26,Connecticut,Hartford,188,2
2020-04-26,Connecticut,New Haven,149,3
2020-04-26,Mississippi,other,20,100
2020-04-26,Mississippi,other,2,13
2020-04-26,Mississippi,other,1,14
2020-04-26,Mississippi,other,4,16
2020-04-26,Mississippi,other,0,12
2020-04-26,Mississippi,Forrest,6,2
2020-04-26,Mississippi,other,12,6
2020-04-26,Mississippi,other,1,15
2020-04-26,Mississippi,other,2,11
2020-04-26,Mississippi,Lauderdale,6,1
2020-04-26,Mississippi,other,2,5
2020-04-26,Mississippi,other,6,9
2020-04-26,Mississippi,Neshoba,2,3
2020-04-26,Mississippi,other,6,4
2020-04-26,Puerto Rico,Unknown,12,1
2020-04-26,North Dakota,other,0,100
2020-04-26,North Dakota,Cass,8,1
2020-04-26,Pennsylvania,other,234,100
2020-04-26,Pennsylvania,other,30,5
2020-04-26,Pennsylvania,other,98,4
2020-04-26,Pennsylvania,other,35,7
2020-04-26,Pennsylvania,Delaware,113,3
2020-04-26,Pennsylvania,other,48,6
2020-04-26,Pennsylvania,Montgomery,155,2
2020-04-26,Pennsylvania,Philadelphia,239,1
2020-04-26,Rhode Island,Unknown,53,2
2020-04-26,Rhode Island,other,7,100
2020-04-26,Rhode Island,Providence,21,1
2020-04-26,South Dakota,other,0,100
2020-04-26,South Dakota,Minnehaha,11,1
2020-04-26,Massachusetts,other,24,100
2020-04-26,Massachusetts,other,57,8
2020-04-26,Massachusetts,Essex,148,2
2020-04-26,Massachusetts,other,72,6
2020-04-26,Massachusetts,Middlesex,294,1
2020-04-26,Massachusetts,other,135,4
2020-04-26,Massachusetts,other,100,7
2020-04-26,Massachusetts,Suffolk,178,3
2020-04-26,Massachusetts,other,109,5
2020-04-26,New Hampshire,other,3,100
2020-04-26,New Hampshire,Hillsborough,9,1
2020-04-26,New Hampshire,Rockingham,12,2
2020-04-26,West Virginia,other,1,100
2020-04-26,West Virginia,Jackson,7,1
2020-04-26,West Virginia,Kanawha,6,1
2020-04-26,West Virginia,other,1,5
2020-04-26,West Virginia,Wayne,1,3
2020-04-26,West Virginia,other,1,4
2020-04-26,North Carolina,other,26,100
2020-04-26,North Carolina,other,5,5
2020-04-26,North Carolina,other,5,7
2020-04-26,North Carolina,other,4,17
2020-04-26,North Carolina,other,8,15
2020-04-26,North Carolina,other,6,6
2020-04-26,North Carolina,other,12,9
2020-04-26,North Carolina,other,3,18
2020-04-26,North Carolina,other,3,8
2020-04-26,North Carolina,Durham,14,3
2020-04-26,North Carolina,other,10,13
2020-04-26,North Carolina,Guilford,12,2
2020-04-26,North Carolina,other,7,4
2020-04-26,North Carolina,Mecklenburg,9,1
2020-04-26,South Carolina,other,18,100
2020-04-26,South Carolina,other,2,11
2020-04-26,South Carolina,other,11,4
2020-04-26,South Carolina,Richland,20,1
2020-04-26,South Carolina,other,9,7
2020-04-26,South Carolina,other,2,9
2020-04-26,South Carolina,Clarendon,12,3
2020-04-26,South Carolina,Greenville,23,2
2020-04-26,South Carolina,other,4,6
2020-04-26,South Carolina,other,0,10
2020-04-26,Virgin Islands,Unknown,1,1
2020-04-26,District of Columbia,District of Columbia,75,1
