date,state,county,deaths,rank
2020-03-22,Rhode Island,Unknown,2,2
2020-03-22,Rhode Island,other,0,100
2020-03-22,Rhode Island,Providence,0,1
2020-03-22,South Dakota,other,0,100
2020-03-22,South Dakota,Minnehaha,0,1
2020-03-22,Massachusetts,other,8,100
2020-03-22,Massachusetts,other,1,8
2020-03-22,Massachusetts,Essex,4,2
2020-03-22,Massachusetts,other,5,6
2020-03-22,Massachusetts,Middlesex,5,1
2020-03-22,Massachusetts,other,9,4
2020-03-22,Massachusetts,other,0,7
2020-03-22,Massachusetts,Suffolk,4,3
2020-03-22,Massachusetts,other,6,5
2020-03-22,New Hampshire,other,0,100
2020-03-22,New Hampshire,Hillsborough,2,1
2020-03-22,New Hampshire,Rockingham,0,2
2020-03-22,West Virginia,other,0,100
2020-03-22,West Virginia,Jackson,0,1
2020-03-22,West Virginia,Kanawha,0,1
2020-03-22,West Virginia,other,0,5
2020-03-22,West Virginia,other,0,4
2020-03-22,North Carolina,other,0,100
2020-03-22,North Carolina,other,0,5
2020-03-22,North Carolina,other,1,7
2020-03-22,North Carolina,other,0,17
2020-03-22,North Carolina,other,0,15
2020-03-22,North Carolina,other,0,6
2020-03-22,North Carolina,other,2,9
2020-03-22,North Carolina,other,0,18
2020-03-22,North Carolina,other,0,8
2020-03-22,North Carolina,Durham,0,3
2020-03-22,North Carolina,other,1,13
2020-03-22,North Carolina,Guilford,0,2
2020-03-22,North Carolina,other,0,4
2020-03-22,North Carolina,Mecklenburg,0,1
2020-03-22,South Carolina,other,0,100
2020-03-22,South Carolina,other,0,11
2020-03-22,South Carolina,other,2,4
2020-03-22,South Carolina,Richland,2,1
2020-03-22,South Carolina,other,2,7
2020-03-22,South Carolina,other,0,9
2020-03-22,South Carolina,Clarendon,1,3
2020-03-22,South Carolina,Greenville,1,2
2020-03-22,South Carolina,other,2,6
2020-03-22,South Carolina,other,2,10
2020-03-22,Virgin Islands,Unknown,0,1
2020-03-22,District of Columbia,District of Columbia,3,1
2020-03-29,Guam,Unknown,3,1
2020-03-29,Iowa,other,2,100
2020-03-29,Iowa,Black Hawk,0,3
2020-03-29,Iowa,Linn,4,2
2020-03-29,Iowa,other,1,4
2020-03-29,Iowa,Polk,1,1
2020-03-29,Iowa,other,0,6
2020-03-29,Iowa,other,0,5
2020-03-29,Ohio,other,4,10
2020-03-29,Ohio,other,30,100
2020-03-29,Ohio,Cuyahoga,10,3
2020-03-29,Ohio,Franklin,4,1
2020-03-29,Ohio,other,2,6
2020-03-29,Ohio,other,2,8
2020-03-29,Ohio,Lucas,5,2
2020-03-29,Ohio,other,11,4
2020-03-29,Ohio,other,3,9
2020-03-29,Ohio,other,3,7
2020-03-29,Ohio,other,3,5
2020-03-29,Utah,other,5,100
2020-03-29,Utah,Salt Lake,1,1
2020-03-29,Idaho,Ada,2,1
2020-03-29,Idaho,other,1,100
2020-03-29,Idaho,other,0,5
2020-03-29,Idaho,other,0,4
2020-03-29,Idaho,Nez Perce,1,3
2020-03-29,Idaho,Twin Falls,1,1
2020-03-29,Maine,other,0,100
2020-03-29,Maine,Cumberland,6,1
2020-03-29,Maine,Kennebec,1,3
2020-03-29,Maine,Waldo,0,2
2020-03-29,Maine,York,2,3
2020-03-29,Texas,other,48,100
2020-03-29,Texas,other,0,6
2020-03-29,Texas,Tarrant,8,3
2020-03-29,Texas,other,5,4
2020-03-29,Texas,Harris,14,1
2020-03-29,Texas,other,6,5
2020-03-29,Texas,other,4,7
2020-03-29,Texas,Dallas,9,2
2020-03-29,Alaska,Fairbanks North Star Borough,1,2
2020-03-29,Alaska,other,0,100
2020-03-29,Alaska,Kenai Peninsula Borough,0,3
2020-03-29,Alaska,Matanuska-Susitna Borough,0,3
2020-03-29,Alaska,Anchorage,1,1
2020-03-29,Hawaii,other,0,100
2020-03-29,Hawaii,Honolulu,2,1
2020-03-29,Hawaii,Maui,0,2
2020-03-29,Kansas,other,6,100
2020-03-29,Kansas,Johnson,5,2
2020-03-29,Kansas,Sedgwick,1,3
2020-03-29,Kansas,Wyandotte,3,1
2020-03-29,Nevada,Clark,27,1
2020-03-29,Nevada,other,5,100
2020-03-29,Oregon,other,6,100
2020-03-29,Oregon,Marion,2,2
2020-03-29,Oregon,Multnomah,4,1
2020-03-29,Oregon,Washington,1,3
2020-03-29,Alabama,other,16,100
2020-03-29,Alabama,Jefferson,9,2
2020-03-29,Alabama,other,3,5
2020-03-29,Alabama,Mobile,4,1
2020-03-29,Alabama,other,1,4
2020-03-29,Alabama,Tallapoosa,1,3
2020-03-29,Alabama,other,6,6
2020-03-29,Arizona,other,9,100
2020-03-29,Arizona,Maricopa,23,1
2020-03-29,Arizona,Pima,7,2
2020-03-29,Florida,other,60,100
2020-03-29,Florida,Miami-Dade,28,1
2020-03-29,Florida,Palm Beach,29,2
2020-03-29,Florida,Broward,21,3
2020-03-29,Georgia,other,68,100
2020-03-29,Georgia,other,8,6
2020-03-29,Georgia,Cobb,14,2
2020-03-29,Georgia,other,6,5
2020-03-29,Georgia,Dougherty,13,3
2020-03-29,Georgia,Fulton,13,1
2020-03-29,Georgia,other,7,4
2020-03-29,Indiana,other,54,100
2020-03-29,Indiana,Lake,7,2
2020-03-29,Indiana,Marion,24,1
2020-03-29,Montana,other,2,100
2020-03-29,Montana,Cascade,0,3
2020-03-29,Montana,Flathead,0,3
2020-03-29,Montana,Toole,3,1
2020-03-29,Montana,Yellowstone,0,2
2020-03-29,Vermont,other,8,100
2020-03-29,Vermont,Chittenden,0,1
2020-03-29,Wyoming,other,0,100
2020-03-29,Wyoming,Fremont,0,1
2020-03-29,Wyoming,Laramie,0,2
2020-03-29,Wyoming,Washakie,0,2
2020-03-29,Arkansas,other,3,100
2020-03-29,Arkansas,Crittenden,0,3
2020-03-29,Arkansas,Jefferson,0,2
2020-03-29,Arkansas,other,0,4
2020-03-29,Arkansas,Pulaski,4,1
2020-03-29,Colorado,other,9,5
2020-03-29,Colorado,other,19,100
2020-03-29,Colorado,Arapahoe,7,2
2020-03-29,Colorado,other,2,7
2020-03-29,Colorado,Denver,9,1
2020-03-29,Colorado,other,12,6
2020-03-29,Colorado,Jefferson,10,3
2020-03-29,Colorado,other,15,4
2020-03-29,Delaware,Kent,0,3
2020-03-29,Delaware,New Castle,7,1
2020-03-29,Delaware,Sussex,2,2
2020-03-29,Illinois,other,59,100
2020-03-29,Illinois,Cook,139,1
2020-03-29,Kentucky,other,18,100
2020-03-29,Kentucky,Jefferson,8,1
2020-03-29,Kentucky,Kenton,2,2
2020-03-29,Maryland,other,4,4
2020-03-29,Maryland,other,14,100
2020-03-29,Maryland,other,5,5
2020-03-29,Maryland,Baltimore,3,3
2020-03-29,Maryland,Montgomery,8,1
2020-03-29,Maryland,Prince George's,10,2
2020-03-29,Michigan,other,52,100
2020-03-29,Michigan,Oakland,111,2
2020-03-29,Michigan,Wayne,206,1
2020-03-29,Michigan,Macomb,61,3
2020-03-29,Missouri,other,19,100
2020-03-29,Missouri,St. Louis,9,1
2020-03-29,Missouri,St. Louis city,5,2
2020-03-29,Nebraska,other,3,100
2020-03-29,Nebraska,other,0,5
2020-03-29,Nebraska,Douglas,2,2
2020-03-29,Nebraska,Hall,0,1
2020-03-29,Nebraska,other,0,4
2020-03-29,Nebraska,other,0,6
2020-03-29,New York,New York City,2396,1
2020-03-29,New York,other,895,100
2020-03-29,Oklahoma,other,9,100
2020-03-29,Oklahoma,Cleveland,3,3
2020-03-29,Oklahoma,other,0,6
2020-03-29,Oklahoma,Oklahoma,7,1
2020-03-29,Oklahoma,Tulsa,5,2
2020-03-29,Oklahoma,other,1,5
2020-03-29,Oklahoma,other,1,4
2020-03-29,Virginia,other,12,100
2020-03-29,Virginia,Arlington,2,3
2020-03-29,Virginia,Fairfax,4,1
2020-03-29,Virginia,Henrico,13,2
2020-03-29,Virginia,other,1,4
2020-03-29,Louisiana,other,-2,6
2020-03-29,Louisiana,other,8,4
2020-03-29,Louisiana,other,94,100
2020-03-29,Louisiana,East Baton Rouge,10,3
2020-03-29,Louisiana,Jefferson,69,2
2020-03-29,Louisiana,Orleans,83,1
2020-03-29,Louisiana,other,12,5
2020-03-29,Minnesota,other,9,100
2020-03-29,Minnesota,Hennepin,7,1
2020-03-29,Tennessee,other,14,100
2020-03-29,Tennessee,other,3,4
2020-03-29,Tennessee,Shelby,10,1
2020-03-29,Tennessee,Sumner,10,3
2020-03-29,Tennessee,Davidson,4,2
2020-03-29,Wisconsin,other,23,100
2020-03-29,Wisconsin,Milwaukee,20,1
2020-03-29,California,other,117,100
2020-03-29,California,Los Angeles,84,1
2020-03-29,New Jersey,other,40,100
2020-03-29,New Jersey,Bergen,144,2
2020-03-29,New Jersey,Essex,136,1
2020-03-29,New Jersey,Hudson,72,3
2020-03-29,New Jersey,other,13,10
2020-03-29,New Jersey,other,62,5
2020-03-29,New Jersey,other,44,9
2020-03-29,New Jersey,other,39,8
2020-03-29,New Jersey,other,47,7
2020-03-29,New Jersey,other,31,6
2020-03-29,New Jersey,other,16,11
2020-03-29,New Jersey,other,56,4
2020-03-29,New Mexico,Bernalillo,6,3
2020-03-29,New Mexico,other,0,100
2020-03-29,New Mexico,McKinley,1,2
2020-03-29,New Mexico,other,2,4
2020-03-29,New Mexico,San Juan,0,1
2020-03-29,Washington,other,38,100
2020-03-29,Washington,King,66,1
2020-03-29,Washington,Snohomish,21,2
2020-03-29,Connecticut,other,19,100
2020-03-29,Connecticut,Fairfield,66,1
2020-03-29,Connecticut,Hartford,24,2
2020-03-29,Connecticut,New Haven,23,3
2020-03-29,Mississippi,other,15,100
2020-03-29,Mississippi,other,0,13
2020-03-29,Mississippi,other,0,14
2020-03-29,Mississippi,other,2,16
2020-03-29,Mississippi,other,0,12
2020-03-29,Mississippi,Forrest,0,2
2020-03-29,Mississippi,other,1,6
2020-03-29,Mississippi,other,1,15
2020-03-29,Mississippi,other,0,11
2020-03-29,Mississippi,Lauderdale,1,1
2020-03-29,Mississippi,other,1,5
2020-03-29,Mississippi,other,0,9
2020-03-29,Mississippi,Neshoba,0,3
2020-03-29,Mississippi,other,1,4
2020-03-29,Puerto Rico,Unknown,15,1
2020-03-29,North Dakota,other,2,100
2020-03-29,North Dakota,Cass,0,1
2020-03-29,Pennsylvania,other,44,100
2020-03-29,Pennsylvania,other,2,5
2020-03-29,Pennsylvania,other,13,4
2020-03-29,Pennsylvania,other,2,7
2020-03-29,Pennsylvania,Delaware,9,3
2020-03-29,Pennsylvania,other,4,6
2020-03-29,Pennsylvania,Montgomery,12,2
2020-03-29,Pennsylvania,Philadelphia,19,1
2020-03-29,Rhode Island,Unknown,8,2
2020-03-29,Rhode Island,other,0,100
2020-03-29,Rhode Island,Providence,7,1
2020-03-29,South Dakota,other,1,100
2020-03-29,South Dakota,Minnehaha,0,1
2020-03-29,Massachusetts,other,23,100
2020-03-29,Massachusetts,other,4,8
2020-03-29,Massachusetts,Essex,22,2
2020-03-29,Massachusetts,other,30,6
2020-03-29,Massachusetts,Middlesex,33,1
2020-03-29,Massachusetts,other,17,4
2020-03-29,Massachusetts,other,8,7
2020-03-29,Massachusetts,Suffolk,23,3
2020-03-29,Massachusetts,other,12,5
2020-03-29,New Hampshire,other,1,100
2020-03-29,New Hampshire,Hillsborough,5,1
2020-03-29,New Hampshire,Rockingham,1,2
2020-03-29,West Virginia,other,1,100
2020-03-29,West Virginia,Jackson,1,1
2020-03-29,West Virginia,Kanawha,0,1
2020-03-29,West Virginia,other,0,5
2020-03-29,West Virginia,other,0,4
2020-03-29,North Carolina,other,14,100
2020-03-29,North Carolina,other,0,5
2020-03-29,North Carolina,other,0,7
2020-03-29,North Carolina,other,0,17
2020-03-29,North Carolina,other,0,15
2020-03-29,North Carolina,other,0,6
2020-03-29,North Carolina,other,1,9
2020-03-29,North Carolina,other,1,18
2020-03-29,North Carolina,other,0,8
2020-03-29,North Carolina,Durham,0,3
2020-03-29,North Carolina,other,1,13
2020-03-29,North Carolina,Guilford,4,2
2020-03-29,North Carolina,other,1,4
2020-03-29,North Carolina,Mecklenburg,4,1
2020-03-29,South Carolina,other,12,100
2020-03-29,South Carolina,other,1,11
2020-03-29,South Carolina,other,4,4
2020-03-29,South Carolina,Richland,4,1
2020-03-29,South Carolina,other,1,7
2020-03-29,South Carolina,other,0,9
2020-03-29,South Carolina,Clarendon,0,3
2020-03-29,South Carolina,Greenville,1,2
2020-03-29,South Carolina,other,2,6
2020-03-29,South Carolina,other,0,10
2020-03-29,Virgin Islands,Unknown,0,1
2020-03-29,District of Columbia,District of Columbia,17,1
2020-03-29,Northern Mariana Islands,Unknown,1,1
2020-04-05,Guam,Unknown,1,1
2020-04-05,Iowa,other,9,100
2020-04-05,Iowa,Black Hawk,0,3
2020-04-05,Iowa,Linn,8,2
2020-04-05,Iowa,other,0,4
2020-04-05,Iowa,Polk,4,1
2020-04-05,Iowa,other,2,6
2020-04-05,Iowa,other,0,5
2020-04-05,Ohio,other,6,10
2020-04-05,Ohio,other,48,100
2020-04-05,Ohio,Cuyahoga,9,3
2020-04-05,Ohio,Franklin,8,1
2020-04-05,Ohio,other,15,6
2020-04-05,Ohio,other,3,8
2020-04-05,Ohio,Lucas,14,2
2020-04-05,Ohio,other,18,4
2020-04-05,Ohio,other,11,9
2020-04-05,Ohio,other,6,7
2020-04-05,Ohio,other,7,5
2020-04-05,Utah,other,10,100
2020-04-05,Utah,Salt Lake,6,1
2020-04-05,Idaho,Ada,3,1
2020-04-05,Idaho,other,3,100
2020-04-05,Idaho,other,3,5
2020-04-05,Idaho,other,4,4
2020-04-05,Idaho,Nez Perce,3,3
2020-04-05,Idaho,Twin Falls,1,1
2020-04-05,Maine,other,1,100
2020-04-05,Maine,Cumberland,5,1
2020-04-05,Maine,Kennebec,0,3
2020-04-05,Maine,Waldo,2,2
2020-04-05,Maine,York,1,3
2020-04-05,Texas,other,69,100
2020-04-05,Texas,other,2,6
2020-04-05,Texas,Tarrant,12,3
2020-04-05,Texas,other,3,4
2020-04-05,Texas,Harris,24,1
2020-04-05,Texas,other,13,5
2020-04-05,Texas,other,9,7
2020-04-05,Texas,Dallas,9,2
2020-04-05,Alaska,other,0,100
2020-04-05,Alaska,Fairbanks North Star Borough,1,2
2020-04-05,Alaska,Kenai Peninsula Borough,0,3
2020-04-05,Alaska,Matanuska-Susitna Borough,0,3
2020-04-05,Alaska,Anchorage,2,1
2020-04-05,Hawaii,other,0,100
2020-04-05,Hawaii,Honolulu,3,1
2020-04-05,Hawaii,Maui,3,2
2020-04-05,Kansas,other,5,100
2020-04-05,Kansas,Johnson,6,2
2020-04-05,Kansas,Sedgwick,1,3
2020-04-05,Kansas,Wyandotte,18,1
2020-04-05,Nevada,Clark,55,1
2020-04-05,Nevada,other,7,100
2020-04-05,Oregon,other,7,100
2020-04-05,Oregon,Marion,4,2
2020-04-05,Oregon,Multnomah,12,1
2020-04-05,Oregon,Washington,2,3
2020-04-05,Alabama,other,20,100
2020-04-05,Alabama,Jefferson,6,2
2020-04-05,Alabama,other,5,5
2020-04-05,Alabama,Mobile,10,1
2020-04-05,Alabama,other,3,4
2020-04-05,Alabama,Tallapoosa,3,3
2020-04-05,Alabama,other,2,6
2020-04-05,Arizona,other,20,100
2020-04-05,Arizona,Maricopa,19,1
2020-04-05,Arizona,Pima,17,2
2020-04-05,Florida,other,100,100
2020-04-05,Florida,Miami-Dade,62,1
2020-04-05,Florida,Palm Beach,45,2
2020-04-05,Florida,Broward,44,3
2020-04-05,Georgia,other,132,100
2020-04-05,Georgia,other,2,6
2020-04-05,Georgia,Cobb,9,2
2020-04-05,Georgia,other,5,5
2020-04-05,Georgia,Dougherty,42,3
2020-04-05,Georgia,Fulton,24,1
2020-04-05,Georgia,other,10,4
2020-04-05,Indiana,other,113,100
2020-04-05,Indiana,Lake,17,2
2020-04-05,Indiana,Marion,84,1
2020-04-05,Montana,other,0,100
2020-04-05,Montana,Cascade,0,3
2020-04-05,Montana,Flathead,0,3
2020-04-05,Montana,Toole,0,1
2020-04-05,Montana,Yellowstone,0,2
2020-04-05,Vermont,other,-6,100
2020-04-05,Vermont,Chittenden,10,1
2020-04-05,Wyoming,other,0,100
2020-04-05,Wyoming,Fremont,0,1
2020-04-05,Wyoming,Laramie,0,2
2020-04-05,Wyoming,Washakie,0,2
2020-04-05,Arkansas,other,4,100
2020-04-05,Arkansas,Crittenden,2,3
2020-04-05,Arkansas,Jefferson,2,2
2020-04-05,Arkansas,other,0,4
2020-04-05,Arkansas,Pulaski,3,1
2020-04-05,Colorado,other,16,5
2020-04-05,Colorado,other,23,100
2020-04-05,Colorado,Arapahoe,27,2
2020-04-05,Colorado,other,5,7
2020-04-05,Colorado,Denver,32,1
2020-04-05,Colorado,other,13,6
2020-04-05,Colorado,Jefferson,10,3
2020-04-05,Colorado,other,22,4
2020-04-05,Delaware,other,0,100
2020-04-05,Delaware,Kent,2,3
2020-04-05,Delaware,New Castle,10,1
2020-04-05,Delaware,Sussex,7,2
2020-04-05,Illinois,other,148,100
2020-04-05,Illinois,Cook,286,1
2020-04-05,Kentucky,other,24,100
2020-04-05,Kentucky,Jefferson,28,1
2020-04-05,Kentucky,Kenton,5,2
2020-04-05,Maryland,other,16,4
2020-04-05,Maryland,other,38,100
2020-04-05,Maryland,other,13,5
2020-04-05,Maryland,Baltimore,22,3
2020-04-05,Maryland,Montgomery,27,1
2020-04-05,Maryland,Prince George's,37,2
2020-04-05,Michigan,other,148,100
2020-04-05,Michigan,Oakland,174,2
2020-04-05,Michigan,Wayne,400,1
2020-04-05,Michigan,Macomb,131,3
2020-04-05,Missouri,other,30,100
2020-04-05,Missouri,St. Louis,31,1
2020-04-05,Missouri,St. Louis city,11,2
2020-04-05,Nebraska,other,0,5
2020-04-05,Nebraska,other,1,100
2020-04-05,Nebraska,Douglas,4,2
2020-04-05,Nebraska,Hall,3,1
2020-04-05,Nebraska,other,0,4
2020-04-05,Nebraska,other,1,6
2020-04-05,New York,New York City,5513,1
2020-04-05,New York,other,1420,100
2020-04-05,Oklahoma,other,22,100
2020-04-05,Oklahoma,Cleveland,9,3
2020-04-05,Oklahoma,other,0,6
2020-04-05,Oklahoma,Oklahoma,9,1
2020-04-05,Oklahoma,Tulsa,8,2
2020-04-05,Oklahoma,other,2,5
2020-04-05,Oklahoma,other,1,4
2020-04-05,Virginia,other,34,100
2020-04-05,Virginia,Arlington,0,3
2020-04-05,Virginia,Fairfax,11,1
2020-04-05,Virginia,Henrico,19,2
2020-04-05,Virginia,other,0,4
2020-04-05,Louisiana,other,3,6
2020-04-05,Louisiana,other,29,4
2020-04-05,Louisiana,other,159,100
2020-04-05,Louisiana,East Baton Rouge,31,3
2020-04-05,Louisiana,Jefferson,75,2
2020-04-05,Louisiana,Orleans,79,1
2020-04-05,Louisiana,other,18,5
2020-04-05,Minnesota,other,23,100
2020-04-05,Minnesota,Hennepin,21,1
2020-04-05,Tennessee,other,16,100
2020-04-05,Tennessee,other,3,4
2020-04-05,Tennessee,Shelby,16,1
2020-04-05,Tennessee,Sumner,12,3
2020-04-05,Tennessee,Davidson,7,2
2020-04-05,Wisconsin,other,25,100
2020-04-05,Wisconsin,Milwaukee,56,1
2020-04-05,California,other,161,100
2020-04-05,California,Los Angeles,148,1
2020-04-05,New Jersey,other,80,100
2020-04-05,New Jersey,Bergen,256,2
2020-04-05,New Jersey,Essex,256,1
2020-04-05,New Jersey,Hudson,105,3
2020-04-05,New Jersey,other,36,10
2020-04-05,New Jersey,other,101,5
2020-04-05,New Jersey,other,61,9
2020-04-05,New Jersey,other,101,8
2020-04-05,New Jersey,other,76,7
2020-04-05,New Jersey,other,81,6
2020-04-05,New Jersey,other,54,11
2020-04-05,New Jersey,other,129,4
2020-04-05,New Mexico,Bernalillo,6,3
2020-04-05,New Mexico,other,0,100
2020-04-05,New Mexico,McKinley,1,2
2020-04-05,New Mexico,other,1,4
2020-04-05,New Mexico,San Juan,1,1
2020-04-05,Washington,other,75,100
2020-04-05,Washington,King,82,1
2020-04-05,Washington,Snohomish,23,2
2020-04-05,Connecticut,other,42,100
2020-04-05,Connecticut,Fairfield,134,1
2020-04-05,Connecticut,Hartford,75,2
2020-04-05,Connecticut,New Haven,78,3
2020-04-05,Mississippi,other,25,100
2020-04-05,Mississippi,other,1,13
2020-04-05,Mississippi,other,0,14
2020-04-05,Mississippi,other,0,16
2020-04-05,Mississippi,other,1,12
2020-04-05,Mississippi,Forrest,2,2
2020-04-05,Mississippi,other,5,6
2020-04-05,Mississippi,other,4,15
2020-04-05,Mississippi,other,0,11
2020-04-05,Mississippi,Lauderdale,7,1
2020-04-05,Mississippi,other,3,5
2020-04-05,Mississippi,other,5,9
2020-04-05,Mississippi,Neshoba,0,3
2020-04-05,Mississippi,other,5,4
2020-04-05,Puerto Rico,Unknown,24,1
2020-04-05,North Dakota,other,3,100
2020-04-05,North Dakota,Cass,1,1
2020-04-05,Pennsylvania,other,123,100
2020-04-05,Pennsylvania,other,17,5
2020-04-05,Pennsylvania,other,21,4
2020-04-05,Pennsylvania,other,13,7
2020-04-05,Pennsylvania,Delaware,26,3
2020-04-05,Pennsylvania,other,18,6
2020-04-05,Pennsylvania,Montgomery,51,2
2020-04-05,Pennsylvania,Philadelphia,106,1
2020-04-05,Rhode Island,Unknown,26,2
2020-04-05,Rhode Island,other,0,100
2020-04-05,Rhode Island,Providence,13,1
2020-04-05,South Dakota,other,2,100
2020-04-05,South Dakota,Minnehaha,2,1
2020-04-05,Massachusetts,other,39,100
2020-04-05,Massachusetts,other,34,8
2020-04-05,Massachusetts,Essex,66,2
2020-04-05,Massachusetts,other,59,6
2020-04-05,Massachusetts,Middlesex,98,1
2020-04-05,Massachusetts,other,55,4
2020-04-05,Massachusetts,other,42,7
2020-04-05,Massachusetts,Suffolk,53,3
2020-04-05,Massachusetts,other,24,5
2020-04-05,New Hampshire,other,4,100
2020-04-05,New Hampshire,Hillsborough,8,1
2020-04-05,New Hampshire,Rockingham,2,2
2020-04-05,West Virginia,other,1,100
2020-04-05,West Virginia,Jackson,0,1
2020-04-05,West Virginia,Kanawha,0,1
2020-04-05,West Virginia,other,3,5
2020-04-05,West Virginia,Wayne,0,3
2020-04-05,West Virginia,other,0,4
2020-04-05,North Carolina,other,29,100
2020-04-05,North Carolina,other,2,5
2020-04-05,North Carolina,other,1,7
2020-04-05,North Carolina,other,1,17
2020-04-05,North Carolina,other,1,15
2020-04-05,North Carolina,other,0,6
2020-04-05,North Carolina,other,2,9
2020-04-05,North Carolina,other,2,18
2020-04-05,North Carolina,other,0,8
2020-04-05,North Carolina,Durham,1,3
2020-04-05,North Carolina,other,3,13
2020-04-05,North Carolina,Guilford,5,2
2020-04-05,North Carolina,other,1,4
2020-04-05,North Carolina,Mecklenburg,8,1
2020-04-05,South Carolina,other,10,100
2020-04-05,South Carolina,other,2,11
2020-04-05,South Carolina,other,5,4
2020-04-05,South Carolina,Richland,4,1
2020-04-05,South Carolina,other,5,7
2020-04-05,South Carolina,other,1,9
2020-04-05,South Carolina,Clarendon,3,3
2020-04-05,South Carolina,Greenville,5,2
2020-04-05,South Carolina,other,3,6
2020-04-05,South Carolina,other,2,10
2020-04-05,Virgin Islands,Unknown,1,1
2020-04-05,District of Columbia,District of Columbia,26,1
2020-04-05,Northern Mariana Islands,Unknown,1,1
2020-04-12,Guam,Unknown,1,1
2020-04-12,Iowa,other,12,100
2020-04-12,Iowa,Black Hawk,1,3
2020-04-12,Iowa,Linn,13,2
2020-04-12,Iowa,other,2,4
2020-04-12,Iowa,Polk,8,1
2020-04-12,Iowa,other,4,6
2020-04-12,Iowa,other,0,5
2020-04-12,Ohio,other,14,10
2020-04-12,Ohio,other,71,100
2020-04-12,Ohio,Cuyahoga,30,3
2020-04-12,Ohio,Franklin,13,1
2020-04-12,Ohio,other,13,6
2020-04-12,Ohio,other,11,8
2020-04-12,Ohio,Lucas,10,2
2020-04-12,Ohio,other,14,4
2020-04-12,Ohio,other,10,9
2020-04-12,Ohio,other,12,7
2020-04-12,Ohio,other,6,5
2020-04-12,Utah,other,1,100
2020-04-12,Utah,Salt Lake,6,1
2020-04-12,Idaho,Ada,4,1
2020-04-12,Idaho,other,0,100
2020-04-12,Idaho,other,0,5
2020-04-12,Idaho,other,0,4
2020-04-12,Idaho,Nez Perce,6,3
2020-04-12,Idaho,Twin Falls,7,1
2020-04-12,Maine,other,0,100
2020-04-12,Maine,Cumberland,2,1
2020-04-12,Maine,Kennebec,3,3
2020-04-12,Maine,Waldo,5,2
2020-04-12,Maine,York,3,3
2020-04-12,Texas,other,93,100
2020-04-12,Texas,other,6,6
2020-04-12,Texas,Tarrant,17,3
2020-04-12,Texas,other,14,4
2020-04-12,Texas,Harris,30,1
2020-04-12,Texas,other,14,5
2020-04-12,Texas,other,15,7
2020-04-12,Texas,Dallas,33,2
2020-04-12,Alaska,other,0,100
2020-04-12,Alaska,Fairbanks North Star Borough,0,2
2020-04-12,Alaska,Kenai Peninsula Borough,0,3
2020-04-12,Alaska,Matanuska-Susitna Borough,1,3
2020-04-12,Alaska,Anchorage,0,1
2020-04-12,Hawaii,other,0,100
2020-04-12,Hawaii,Honolulu,1,1
2020-04-12,Hawaii,Maui,0,2
2020-04-12,Kansas,other,10,100
2020-04-12,Kansas,Johnson,12,2
2020-04-12,Kansas,Sedgwick,1,3
2020-04-12,Kansas,Wyandotte,11,1
2020-04-12,Nevada,other,7,100
2020-04-12,Nevada,Clark,37,1
2020-04-12,Oregon,other,6,100
2020-04-12,Oregon,Marion,4,2
2020-04-12,Oregon,Multnomah,10,1
2020-04-12,Oregon,Washington,1,3
2020-04-12,Alabama,other,19,100
2020-04-12,Alabama,Jefferson,10,2
2020-04-12,Alabama,other,6,5
2020-04-12,Alabama,Mobile,10,1
2020-04-12,Alabama,other,-1,4
2020-04-12,Alabama,Tallapoosa,7,3
2020-04-12,Alabama,other,3,6
2020-04-12,Arizona,other,24,100
2020-04-12,Arizona,Maricopa,23,1
2020-04-12,Arizona,Pima,27,2
2020-04-12,Florida,other,124,100
2020-04-12,Florida,Miami-Dade,105,1
2020-04-12,Florida,Palm Beach,34,2
2020-04-12,Florida,Broward,39,3
2020-04-12,Georgia,other,142,100
2020-04-12,Georgia,other,6,6
2020-04-12,Georgia,Cobb,19,2
2020-04-12,Georgia,other,10,5
2020-04-12,Georgia,Dougherty,19,3
2020-04-12,Georgia,Fulton,24,1
2020-04-12,Georgia,other,18,4
2020-04-12,Indiana,other,125,100
2020-04-12,Indiana,Lake,18,2
2020-04-12,Indiana,Marion,72,1
2020-04-12,Montana,other,0,100
2020-04-12,Montana,Cascade,1,3
2020-04-12,Montana,Flathead,1,3
2020-04-12,Montana,Toole,1,1
2020-04-12,Montana,Yellowstone,1,2
2020-04-12,Vermont,other,5,100
2020-04-12,Vermont,Chittenden,7,1
2020-04-12,Wyoming,other,1,100
2020-04-12,Wyoming,Fremont,0,1
2020-04-12,Wyoming,Laramie,1,2
2020-04-12,Wyoming,Washakie,0,2
2020-04-12,Arkansas,other,4,100
2020-04-12,Arkansas,Crittenden,2,3
2020-04-12,Arkansas,Jefferson,4,2
2020-04-12,Arkansas,other,0,4
2020-04-12,Arkansas,Pulaski,3,1
2020-04-12,Colorado,other,8,5
2020-04-12,Colorado,other,22,100
2020-04-12,Colorado,Arapahoe,25,2
2020-04-12,Colorado,other,9,7
2020-04-12,Colorado,Denver,28,1
2020-04-12,Colorado,other,14,6
2020-04-12,Colorado,Jefferson,11,3
2020-04-12,Colorado,other,17,4
2020-04-12,Delaware,other,0,100
2020-04-12,Delaware,Kent,6,3
2020-04-12,Delaware,New Castle,13,1
2020-04-12,Delaware,Sussex,15,2
2020-04-12,Illinois,other,183,100
2020-04-12,Illinois,Cook,407,1
