state,date,new_deaths,new_cases,seven_rolling_deaths,seven_rolling_cases,population
New Jersey,2020-03-28,32,2299,10.125,505.625,8882190
New Mexico,2020-03-28,1,17,9.375,500.875,2096829
Washington,2020-03-28,14,541,10.75,551.75,7614893
Connecticut,2020-03-28,6,233,9.25,509.75,3565287
Mississippi,2020-03-28,5,90,9.75,515.75,2976149
North Dakota,2020-03-28,0,25,9.75,496.0,762062
Pennsylvania,2020-03-28,12,598,11.125,556.75,12801989
Rhode Island,2020-03-28,2,36,9.0,479.875,1059361
South Dakota,2020-03-28,0,10,5.0,193.75,884659
Massachusetts,2020-03-28,9,1017,6.0,318.75,6892503
New Hampshire,2020-03-28,0,27,4.25,254.5,1359711
West Virginia,2020-03-28,0,17,3.5,227.5,1792147
North Carolina,2020-03-28,1,189,3.0,239.875,10488084
South Carolina,2020-03-28,2,121,3.25,251.875,5148714
District of Columbia,2020-03-28,1,37,1.875,181.75,705749
District of Columbia,2020-03-28,1,37,1.75,181.875,705749
Iowa,2020-03-29,1,38,1.875,185.375,3155070
Ohio,2020-03-29,5,259,1.375,90.625,11689100
Utah,2020-03-29,0,111,1.375,101.125,3205958
Idaho,2020-03-29,1,49,1.5,105.125,1787065
Maine,2020-03-29,2,42,1.625,86.75,1344212
Texas,2020-03-29,6,551,2.125,140.5,28995881
Alaska,2020-03-29,0,12,2.0,137.375,731545
Hawaii,2020-03-29,0,24,1.875,135.75,1415872
Kansas,2020-03-29,1,61,1.875,138.625,2913314
Nevada,2020-03-29,1,182,1.375,129.0,3080156
Oregon,2020-03-29,0,69,1.375,123.75,4217737
Alabama,2020-03-29,1,110,1.375,131.375,4903185
Arizona,2020-03-29,3,156,1.5,145.625,7278717
Florida,2020-03-29,3,904,1.125,189.75,21477737
Georgia,2020-03-29,4,236,1.625,217.75,10617423
Indiana,2020-03-29,2,283,1.875,250.125,6732219
Montana,2020-03-29,0,14,1.75,244.25,1068778
Vermont,2020-03-29,0,24,1.625,224.5,623989
Wyoming,2020-03-29,0,3,1.625,216.25,578759
Arkansas,2020-03-29,1,40,1.625,207.5,3017804
Colorado,2020-03-29,3,254,1.625,219.75,5758736
Delaware,2020-03-29,1,18,1.375,109.0,973764
Illinois,2020-03-29,20,1066,3.375,212.75,12671821
Kentucky,2020-03-29,0,45,3.125,183.0,4467673
Maryland,2020-03-29,1,178,3.25,203.5,6045680
Michigan,2020-03-29,21,852,5.875,307.0,9986857
Missouri,2020-03-29,2,65,6.125,314.75,6137428
Nebraska,2020-03-29,0,15,6.0,311.625,1934408
New York,2020-03-29,245,6267,36.25,1063.25,19453561
Oklahoma,2020-03-29,1,52,36.25,1067.5,3956971
Virginia,2020-03-29,5,150,34.375,953.0,8535519
Louisiana,2020-03-29,15,224,36.25,975.375,4648794
Minnesota,2020-03-29,4,64,36.625,961.125,5639632
Tennessee,2020-03-29,1,206,34.125,880.375,6829174
Wisconsin,2020-03-29,0,78,33.875,882.0,5822434
California,2020-03-29,9,701,35.0,967.75,39512223
New Jersey,2020-03-29,21,2262,7.0,467.125,8882190
New Mexico,2020-03-29,0,29,6.875,464.25,2096829
Washington,2020-03-29,16,586,8.25,518.75,7614893
Connecticut,2020-03-29,1,469,6.5,549.375,3565287
Mississippi,2020-03-29,1,90,6.125,552.625,2976149
North Dakota,2020-03-29,0,4,6.0,527.375,762062
Pennsylvania,2020-03-29,5,626,6.625,595.875,12801989
Rhode Island,2020-03-29,1,55,5.625,515.125,1059361
South Dakota,2020-03-29,0,22,3.0,235.125,884659
Massachusetts,2020-03-29,4,698,3.5,318.75,6892503
New Hampshire,2020-03-29,1,44,1.625,251.0,1359711
West Virginia,2020-03-29,1,11,1.625,193.75,1792147
North Carolina,2020-03-29,2,193,1.75,206.625,10488084
South Carolina,2020-03-29,1,114,1.875,220.375,5148714
District of Columbia,2020-03-29,1,38,1.375,146.875,705749
District of Columbia,2020-03-29,1,38,1.375,144.75,705749
Iowa,2020-03-30,2,88,1.625,153.0,3155070
Ohio,2020-03-30,10,268,2.375,99.25,11689100
Utah,2020-03-30,2,87,2.5,104.625,3205958
Idaho,2020-03-30,1,105,2.5,116.375,1787065
Maine,2020-03-30,0,22,2.25,95.0,1344212
Texas,2020-03-30,11,327,3.5,121.625,28995881
Alaska,2020-03-30,1,5,3.5,117.5,731545
Hawaii,2020-03-30,0,29,3.375,116.375,1415872
Kansas,2020-03-30,2,41,3.375,110.5,2913314
Nevada,2020-03-30,3,124,2.5,92.5,3080156
Oregon,2020-03-30,3,58,2.625,88.875,4217737
Alabama,2020-03-30,6,117,3.25,90.375,4903185
Arizona,2020-03-30,2,240,3.5,117.625,7278717
Florida,2020-03-30,12,752,3.625,170.75,21477737
Georgia,2020-03-30,19,349,5.875,213.75,10617423
Indiana,2020-03-30,4,275,6.375,244.5,6732219
Montana,2020-03-30,3,16,6.5,241.375,1068778
Vermont,2020-03-30,0,21,6.125,228.5,623989
Wyoming,2020-03-30,0,8,5.75,222.25,578759
Arkansas,2020-03-30,1,59,5.125,215.0,3017804
Colorado,2020-03-30,4,313,5.375,224.125,5758736
Delaware,2020-03-30,1,32,4.0,134.125,973764
Illinois,2020-03-30,14,457,3.375,147.625,12671821
Kentucky,2020-03-30,2,41,3.125,118.375,4467673
Maryland,2020-03-30,4,170,3.25,137.625,6045680
Michigan,2020-03-30,65,1022,11.375,262.75,9986857
Missouri,2020-03-30,1,147,11.5,280.125,6137428
Nebraska,2020-03-30,1,49,11.5,278.875,1934408
New York,2020-03-30,332,7679,52.5,1199.625,19453561
Oklahoma,2020-03-30,1,52,52.5,1202.125,3956971
Virginia,2020-03-30,4,131,51.25,1161.375,8535519
Louisiana,2020-03-30,34,485,55.25,1216.875,4648794
Minnesota,2020-03-30,1,72,54.875,1204.625,5639632
Tennessee,2020-03-30,6,152,47.5,1095.875,6829174
Wisconsin,2020-03-30,3,147,47.75,1095.875,5822434
California,2020-03-30,16,1155,49.625,1234.125,39512223
New Jersey,2020-03-30,38,3250,12.875,680.5,8882190
New Mexico,2020-03-30,2,44,13.0,679.5,2096829
Washington,2020-03-30,14,283,14.25,698.5,7614893
Connecticut,2020-03-30,2,578,10.25,710.125,3565287
Mississippi,2020-03-30,2,89,10.375,712.25,2976149
North Dakota,2020-03-30,2,11,9.875,694.625,762062
Pennsylvania,2020-03-30,8,715,10.5,765.625,12801989
Rhode Island,2020-03-30,1,114,8.625,635.5,1059361
South Dakota,2020-03-30,0,10,3.875,230.5,884659
Massachusetts,2020-03-30,8,797,4.625,324.625,6892503
New Hampshire,2020-03-30,0,56,2.875,296.25,1359711
West Virginia,2020-03-30,0,21,2.625,226.625,1792147
North Carolina,2020-03-30,0,138,2.375,232.75,10488084
South Carolina,2020-03-30,2,151,2.375,250.25,5148714
District of Columbia,2020-03-30,4,59,1.875,168.25,705749
District of Columbia,2020-03-30,4,59,2.25,161.375,705749
Iowa,2020-03-31,1,74,2.375,169.375,3155070
Ohio,2020-03-31,15,266,3.25,103.0,11689100
Utah,2020-03-31,1,81,3.375,106.125,3205958
Idaho,2020-03-31,2,111,3.625,117.375,1787065
Maine,2020-03-31,2,28,3.875,103.625,1344212
Texas,2020-03-31,11,534,5.0,151.5,28995881
Alaska,2020-03-31,0,14,4.5,145.875,731545
Hawaii,2020-03-31,1,20,4.125,141.0,1415872
Kansas,2020-03-31,1,61,4.125,139.375,2913314
Nevada,2020-03-31,8,69,3.25,114.75,3080156
Oregon,2020-03-31,2,84,3.375,115.125,4217737
Alabama,2020-03-31,2,52,3.375,107.75,4903185
Arizona,2020-03-31,4,129,3.625,120.375,7278717
Florida,2020-03-31,14,1047,4.0,184.5,21477737
Georgia,2020-03-31,23,1084,6.875,318.25,10617423
Indiana,2020-03-31,17,373,8.875,362.375,6732219
Montana,2020-03-31,1,21,8.875,357.375,1068778
Vermont,2020-03-31,1,37,8.0,353.375,623989
Wyoming,2020-03-31,0,25,7.75,346.0,578759
Arkansas,2020-03-31,1,56,7.625,346.5,3017804
Colorado,2020-03-31,18,362,9.375,375.625,5758736
Delaware,2020-03-31,3,55,8.0,251.625,973764
Illinois,2020-03-31,23,922,8.0,231.375,12671821
Kentucky,2020-03-31,7,110,6.75,198.5,4467673
Maryland,2020-03-31,3,248,7.0,226.875,6045680
Michigan,2020-03-31,67,1121,15.25,362.375,9986857
Missouri,2020-03-31,2,301,15.5,396.875,6137428
Nebraska,2020-03-31,1,8,15.5,390.875,1934408
New York,2020-03-31,417,8749,65.375,1439.25,19453561
Oklahoma,2020-03-31,6,85,65.75,1443.0,3956971
Virginia,2020-03-31,1,229,63.0,1356.375,8535519
Louisiana,2020-03-31,54,1213,68.875,1494.25,4648794
Minnesota,2020-03-31,2,53,68.75,1469.875,5639632
Tennessee,2020-03-31,0,328,60.375,1370.75,6829174
Wisconsin,2020-03-31,5,84,60.75,1343.625,5822434
California,2020-03-31,37,1161,65.25,1487.75,39512223
New Jersey,2020-03-31,68,2060,21.625,651.625,8882190
New Mexico,2020-03-31,1,34,21.0,645.25,2096829
Washington,2020-03-31,5,113,21.5,630.75,7614893
Connecticut,2020-03-31,33,557,18.875,548.75,3565287
Mississippi,2020-03-31,4,89,19.125,553.25,2976149
North Dakota,2020-03-31,0,18,19.125,514.5,762062
Pennsylvania,2020-03-31,24,841,21.5,609.125,12801989
Rhode Island,2020-03-31,4,80,17.375,474.0,1059361
South Dakota,2020-03-31,0,7,8.875,217.375,884659
Massachusetts,2020-03-31,33,868,12.875,321.625,6892503
New Hampshire,2020-03-31,0,53,12.25,314.125,1359711
West Virginia,2020-03-31,0,17,8.125,246.625,1792147
North Carolina,2020-03-31,4,224,8.125,263.5,10488084
South Carolina,2020-03-31,4,158,8.625,281.0,5148714
District of Columbia,2020-03-31,0,94,5.625,187.625,705749
District of Columbia,2020-03-31,0,94,5.125,189.375,705749
Iowa,2020-04-01,2,51,5.375,194.875,3155070
Ohio,2020-04-01,10,348,2.5,129.875,11689100
Utah,2020-04-01,2,125,2.75,138.875,3205958
Idaho,2020-04-01,0,143,2.75,154.625,1787065
Maine,2020-04-01,2,41,2.5,131.75,1344212
Texas,2020-04-01,6,685,2.75,197.625,28995881
Alaska,2020-04-01,0,10,2.75,187.125,731545
Hawaii,2020-04-01,0,34,2.75,179.625,1415872
Kansas,2020-04-01,1,54,2.625,180.0,2913314
Nevada,2020-04-01,6,166,2.125,157.25,3080156
Oregon,2020-04-01,1,46,2.0,147.375,4217737
Alabama,2020-04-01,15,107,3.875,142.875,4903185
Arizona,2020-04-01,5,115,4.25,152.125,7278717
Florida,2020-04-01,15,1024,5.375,194.5,21477737
Georgia,2020-04-01,29,631,9.0,272.125,10617423
Indiana,2020-04-01,18,408,11.25,318.875,6732219
Montana,2020-04-01,0,19,11.125,314.5,1068778
Vermont,2020-04-01,3,28,10.75,297.25,623989
Wyoming,2020-04-01,0,17,10.625,293.625,578759
Arkansas,2020-04-01,2,60,9.0,287.75,3017804
Colorado,2020-04-01,11,356,9.75,317.875,5758736
Delaware,2020-04-01,1,49,8.0,196.0,973764
Illinois,2020-04-01,39,986,9.25,240.375,12671821
Kentucky,2020-04-01,2,84,7.25,199.875,4467673
Maryland,2020-04-01,15,323,9.125,237.875,6045680
Michigan,2020-04-01,72,1663,17.75,442.25,9986857
Missouri,2020-04-01,3,230,18.125,468.875,6137428
Nebraska,2020-04-01,1,56,18.0,468.375,1934408
New York,2020-04-01,486,8152,77.375,1442.875,19453561
Oklahoma,2020-04-01,7,153,78.125,1455.875,3956971
Virginia,2020-04-01,7,262,74.125,1365.375,8535519
Louisiana,2020-04-01,33,1187,78.0,1503.25,4648794
Minnesota,2020-04-01,5,60,76.75,1470.375,5639632
Tennessee,2020-04-01,10,640,69.0,1342.5,6829174
Wisconsin,2020-04-01,8,199,69.625,1338.625,5822434
California,2020-04-01,29,1234,73.125,1485.875,39512223
New Jersey,2020-04-01,88,3559,23.375,911.75,8882190
New Mexico,2020-04-01,1,48,22.625,898.625,2096829
Washington,2020-04-01,23,296,24.625,902.875,7614893
Connecticut,2020-04-01,16,429,22.5,808.125,3565287
Mississippi,2020-04-01,2,136,22.125,817.625,2976149
North Dakota,2020-04-01,0,21,20.875,740.25,762062
Pennsylvania,2020-04-01,2,808,20.125,816.375,12801989
Rhode Island,2020-04-01,2,78,16.75,671.875,1059361
South Dakota,2020-04-01,1,21,5.875,229.625,884659
Massachusetts,2020-04-01,33,1118,9.875,363.375,6892503
New Hampshire,2020-04-01,1,48,7.125,332.375,1359711
West Virginia,2020-04-01,1,29,5.25,282.375,1792147
North Carolina,2020-04-01,1,54,5.125,272.125,10488084
South Carolina,2020-04-01,4,210,5.625,295.75,5148714
District of Columbia,2020-04-01,2,91,5.625,206.125,705749
District of Columbia,2020-04-01,2,91,5.625,207.75,705749
Iowa,2020-04-02,2,65,5.75,213.25,3155070
Ohio,2020-04-02,16,355,3.625,117.875,11689100
Utah,2020-04-02,0,65,3.5,120.0,3205958
Idaho,2020-04-02,0,221,3.375,144.0,1787065
Maine,2020-04-02,0,32,3.25,141.25,1344212
Texas,2020-04-02,16,625,4.75,193.125,28995881
Alaska,2020-04-02,0,3,4.5,182.125,731545
Hawaii,2020-04-02,1,25,4.375,173.875,1415872
Kansas,2020-04-02,3,66,4.5,174.0,2913314
Nevada,2020-04-02,6,179,3.25,152.0,3080156
Oregon,2020-04-02,2,90,3.5,155.125,4217737
Alabama,2020-04-02,4,164,4.0,148.0,4903185
Arizona,2020-04-02,6,187,4.75,167.375,7278717
Florida,2020-04-02,44,1235,8.25,243.625,21477737
Georgia,2020-04-02,22,697,11.0,330.375,10617423
Indiana,2020-04-02,15,478,12.75,387.0,6732219
Montana,2020-04-02,0,24,12.375,381.75,1068778
Vermont,2020-04-02,1,17,11.75,361.5,623989
Wyoming,2020-04-02,0,16,11.5,352.25,578759
Arkansas,2020-04-02,2,59,11.25,339.125,3017804
Colorado,2020-04-02,16,382,12.5,363.5,5758736
Delaware,2020-04-02,1,25,7.125,212.25,973764
Illinois,2020-04-02,19,717,6.75,214.75,12671821
Kentucky,2020-04-02,14,73,6.625,164.125,4467673
Maryland,2020-04-02,3,346,7.0,204.375,6045680
Michigan,2020-04-02,81,1499,17.0,389.625,9986857
Missouri,2020-04-02,6,254,17.75,419.375,6137428
Nebraska,2020-04-02,1,24,17.625,415.0,1934408
New York,2020-04-02,548,8608,84.125,1443.25,19453561
Oklahoma,2020-04-02,4,160,84.5,1460.125,3956971
Virginia,2020-04-02,7,194,83.0,1394.75,8535519
Louisiana,2020-04-02,37,2728,85.875,1726.625,4648794
Minnesota,2020-04-02,1,53,85.625,1690.0,5639632
Tennessee,2020-04-02,9,179,76.625,1525.0,6829174
Wisconsin,2020-04-02,4,180,76.375,1515.75,5822434
California,2020-04-02,35,1374,80.625,1684.5,39512223
New Jersey,2020-04-02,184,3335,35.125,1025.375,8882190
New Mexico,2020-04-02,1,40,34.75,1010.375,2096829
Washington,2020-04-02,23,997,36.75,1110.75,7614893
Connecticut,2020-04-02,27,267,35.5,803.125,3565287
Mississippi,2020-04-02,4,104,35.875,809.5,2976149
North Dakota,2020-04-02,0,12,34.75,788.625,762062
Pennsylvania,2020-04-02,16,1211,36.25,917.5,12801989
Rhode Island,2020-04-02,2,91,32.125,757.125,1059361
South Dakota,2020-04-02,0,37,9.125,344.875,884659
Massachusetts,2020-04-02,32,1228,13.0,493.375,6892503
New Hampshire,2020-04-02,1,64,10.25,376.75,1359711
West Virginia,2020-04-02,0,26,6.875,346.625,1792147
North Carolina,2020-04-02,6,277,7.125,368.25,10488084
South Carolina,2020-04-02,5,261,7.75,399.375,5148714
District of Columbia,2020-04-02,1,67,5.875,256.375,705749
District of Columbia,2020-04-02,1,67,5.75,253.375,705749
Iowa,2020-04-03,0,85,5.75,259.375,3155070
Ohio,2020-04-03,10,410,3.0,157.125,11689100
Utah,2020-04-03,0,171,2.875,170.5,3205958
Idaho,2020-04-03,1,122,3.0,182.5,1787065
Maine,2020-04-03,2,56,2.5,154.875,1344212
Texas,2020-04-03,18,789,4.125,220.875,28995881
Alaska,2020-04-03,0,10,4.0,213.75,731545
Hawaii,2020-04-03,1,34,4.0,209.625,1415872
Kansas,2020-04-03,5,70,4.625,207.75,2913314
Nevada,2020-04-03,5,91,4.0,167.875,3080156
Oregon,2020-04-03,1,73,4.125,155.625,4217737
Alabama,2020-04-03,6,265,4.75,173.5,4903185
Arizona,2020-04-03,6,169,5.25,187.625,7278717
Florida,2020-04-03,25,1260,6.125,246.5,21477737
Georgia,2020-04-03,22,523,8.875,310.625,10617423
Indiana,2020-04-03,24,399,11.75,356.25,6732219
Montana,2020-04-03,0,21,11.125,350.125,1068778
Vermont,2020-04-03,0,51,10.5,345.125,623989
Wyoming,2020-04-03,0,13,10.375,337.625,578759
Arkansas,2020-04-03,0,55,9.625,311.375,3017804
Colorado,2020-04-03,14,454,10.625,347.0,5758736
Delaware,2020-04-03,2,57,7.75,196.625,973764
Illinois,2020-04-03,46,1209,10.75,282.375,12671821
Kentucky,2020-04-03,0,15,7.75,234.375,4467673
Maryland,2020-04-03,6,427,8.5,285.125,6045680
Michigan,2020-04-03,61,1878,16.125,513.5,9986857
Missouri,2020-04-03,7,279,17.0,546.75,6137428
Nebraska,2020-04-03,0,23,17.0,542.75,1934408
New York,2020-04-03,753,10680,109.375,1821.0,19453561
Oklahoma,2020-04-03,4,108,109.625,1827.375,3956971
Virginia,2020-04-03,5,306,104.5,1714.5,8535519
Louisiana,2020-04-03,60,1147,112.0,1856.0,4648794
Minnesota,2020-04-03,4,47,111.75,1808.5,5639632
Tennessee,2020-04-03,4,164,104.625,1594.25,6829174
Wisconsin,2020-04-03,12,186,105.25,1582.625,5822434
California,2020-04-03,35,1379,109.625,1752.125,39512223
New Jersey,2020-04-03,108,4305,29.0,955.25,8882190
New Mexico,2020-04-03,3,92,28.875,953.25,2096829
Washington,2020-04-03,21,381,30.875,962.625,7614893
Connecticut,2020-04-03,20,1091,25.875,955.625,3565287
Mississippi,2020-04-03,3,181,25.75,972.375,2976149
North Dakota,2020-04-03,0,14,25.25,953.625,762062
Pennsylvania,2020-04-03,12,1404,25.25,1105.875,12801989
Rhode Island,2020-04-03,2,54,21.125,940.25,1059361
South Dakota,2020-04-03,0,22,7.625,404.875,884659
Massachusetts,2020-04-03,38,1436,12.0,572.875,6892503
New Hampshire,2020-04-03,2,61,9.625,532.875,1359711
West Virginia,2020-04-03,0,25,7.125,399.625,1792147
North Carolina,2020-04-03,2,236,7.0,406.5,10488084
South Carolina,2020-04-03,3,146,7.375,423.0,5148714
District of Columbia,2020-04-03,3,104,6.25,260.5,705749
District of Columbia,2020-04-03,3,104,6.375,266.75,705749
Iowa,2020-04-04,0,87,6.375,274.875,3155070
Ohio,2020-04-04,11,427,3.0,148.75,11689100
Utah,2020-04-04,1,178,2.875,163.375,3205958
Idaho,2020-04-04,0,64,2.875,168.25,1787065
Maine,2020-04-04,1,24,2.75,141.75,1344212
Texas,2020-04-04,27,897,5.75,235.625,28995881
Alaska,2020-04-04,1,13,5.5,224.25,731545
Hawaii,2020-04-04,0,32,5.125,215.25,1415872
Kansas,2020-04-04,2,78,5.375,214.125,2913314
Nevada,2020-04-04,3,209,4.375,186.875,3080156
Oregon,2020-04-04,4,100,4.75,177.125,4217737
Alabama,2020-04-04,6,97,5.5,181.25,4903185
Arizona,2020-04-04,12,250,6.875,209.5,7278717
Florida,2020-04-04,25,1277,6.625,257.0,21477737
Georgia,2020-04-04,10,416,7.75,307.375,10617423
Indiana,2020-04-04,18,520,10.0,368.375,6732219
Montana,2020-04-04,1,19,9.875,361.0,1068778
Vermont,2020-04-04,3,72,9.875,343.875,623989
Wyoming,2020-04-04,0,22,9.375,334.125,578759
Arkansas,2020-04-04,2,5,8.875,322.625,3017804
Colorado,2020-04-04,16,392,9.375,340.375,5758736
Delaware,2020-04-04,0,143,6.25,198.625,973764
Illinois,2020-04-04,37,1453,9.625,328.25,12671821
Kentucky,2020-04-04,6,147,8.125,281.625,4467673
Maryland,2020-04-04,12,367,9.5,325.125,6045680
Michigan,2020-04-04,62,1556,16.875,510.625,9986857
Missouri,2020-04-04,13,178,18.5,530.125,6137428
Nebraska,2020-04-04,2,43,18.5,534.875,1934408
New York,2020-04-04,819,12312,118.875,2024.875,19453561
Oklahoma,2020-04-04,4,172,119.375,2028.5,3956971
Virginia,2020-04-04,6,395,115.5,1896.25,8535519
Louisiana,2020-04-04,42,2201,120.0,2153.0,4648794
Minnesota,2020-04-04,2,76,118.75,2116.625,5639632
Tennessee,2020-04-04,11,233,112.375,1951.25,6829174
Wisconsin,2020-04-04,11,196,112.125,1953.5,5822434
California,2020-04-04,41,1227,117.0,2101.5,39512223
New Jersey,2020-04-04,200,4229,39.625,1091.125,8882190
New Mexico,2020-04-04,1,48,39.25,1075.625,2096829
Washington,2020-04-04,25,532,41.625,1092.75,7614893
Connecticut,2020-04-04,33,361,40.5,862.75,3565287
Mississippi,2020-04-04,6,97,41.0,865.375,2976149
North Dakota,2020-04-04,0,13,39.625,837.875,762062
Pennsylvania,2020-04-04,37,1689,42.875,1024.5,12801989
Rhode Island,2020-04-04,3,95,38.125,883.0,1059361
South Dakota,2020-04-04,0,25,13.125,357.5,884659
Massachusetts,2020-04-04,24,1334,16.0,518.25,6892503
New Hampshire,2020-04-04,2,81,13.125,461.875,1359711
West Virginia,2020-04-04,0,40,9.0,421.75,1792147
North Carolina,2020-04-04,11,309,9.625,448.25,10488084
South Carolina,2020-04-04,6,217,10.375,473.75,5148714
District of Columbia,2020-04-04,6,145,6.5,280.75,705749
District of Columbia,2020-04-04,6,145,6.875,287.0,705749
Iowa,2020-04-05,11,82,8.25,294.125,3155070
Ohio,2020-04-05,17,304,7.375,165.375,11689100
Utah,2020-04-05,0,192,7.125,179.25,3205958
Idaho,2020-04-05,0,24,7.125,177.25,1787065
Maine,2020-04-05,0,14,5.75,140.375,1344212
Texas,2020-04-05,12,525,6.5,178.875,28995881
Alaska,2020-04-05,1,14,5.875,162.5,731545
Hawaii,2020-04-05,1,20,5.25,146.875,1415872
Kansas,2020-04-05,2,65,4.125,144.75,2913314
Nevada,2020-04-05,0,122,2.0,122.0,3080156
Oregon,2020-04-05,1,69,2.125,106.625,4217737
Alabama,2020-04-05,1,208,2.25,129.625,4903185
Arizona,2020-04-05,11,250,3.625,159.125,7278717
Florida,2020-04-05,26,805,5.375,194.125,21477737
Georgia,2020-04-05,11,359,6.625,237.25,10617423
Indiana,2020-04-05,15,462,8.375,292.5,6732219
Montana,2020-04-05,0,17,8.125,286.5,1068778
Vermont,2020-04-05,2,51,8.375,277.625,623989
Wyoming,2020-04-05,0,12,8.25,270.5,578759
Arkansas,2020-04-05,2,110,8.375,258.25,3017804
Colorado,2020-04-05,14,376,8.75,274.0,5758736
Delaware,2020-04-05,0,80,5.5,183.375,973764
Illinois,2020-04-05,34,919,8.375,253.375,12671821
Kentucky,2020-04-05,4,139,7.0,213.0,4467673
Maryland,2020-04-05,14,484,8.75,271.375,6045680
Michigan,2020-04-05,76,1408,18.0,441.0,9986857
Missouri,2020-04-05,8,76,19.0,449.0,6137428
Nebraska,2020-04-05,0,37,18.75,439.875,1934408
New York,2020-04-05,800,8122,117.0,1408.125,19453561
Oklahoma,2020-04-05,4,92,117.5,1409.625,3956971
Virginia,2020-04-05,0,230,113.25,1323.5,8535519
Louisiana,2020-04-05,65,514,120.875,1370.375,4648794
Minnesota,2020-04-05,5,70,119.75,1318.625,5639632
Tennessee,2020-04-05,3,273,110.625,1176.75,6829174
Wisconsin,2020-04-05,13,155,111.25,1186.625,5822434
California,2020-04-05,26,1280,114.5,1342.0,39512223
New Jersey,2020-04-05,70,3381,23.25,749.375,8882190
New Mexico,2020-04-05,1,81,22.875,748.0,2096829
Washington,2020-04-05,26,486,26.125,780.0,7614893
Connecticut,2020-04-05,24,399,21.0,765.625,3565287
Mississippi,2020-04-05,8,183,21.375,779.75,2976149
North Dakota,2020-04-05,0,21,21.0,748.25,762062
Pennsylvania,2020-04-05,20,1480,21.875,913.875,12801989
Rhode Island,2020-04-05,8,116,19.625,768.375,1059361
South Dakota,2020-04-05,0,28,10.875,349.25,884659
Massachusetts,2020-04-05,15,764,12.625,434.625,6892503
New Hampshire,2020-04-05,0,48,9.375,379.875,1359711
West Virginia,2020-04-05,1,42,6.5,335.25,1792147
North Carolina,2020-04-05,7,183,6.375,335.25,10488084
South Carolina,2020-04-05,4,132,6.875,349.125,5148714
District of Columbia,2020-04-05,1,96,4.5,176.125,705749
District of Columbia,2020-04-05,1,96,3.625,173.625,705749
Iowa,2020-04-06,3,78,4.0,179.875,3155070
Ohio,2020-04-06,23,407,5.0,135.25,11689100
Utah,2020-04-06,5,44,5.625,134.75,3205958
Idaho,2020-04-06,3,70,5.875,138.25,1787065
Maine,2020-04-06,0,29,5.0,119.0,1344212
Texas,2020-04-06,23,1013,7.375,229.125,28995881
Alaska,2020-04-06,0,6,7.25,217.875,731545
Hawaii,2020-04-06,1,16,7.25,207.875,1415872
Kansas,2020-04-06,2,87,7.125,209.0,2913314
Nevada,2020-04-06,12,91,5.75,169.5,3080156
Oregon,2020-04-06,2,64,5.375,172.0,4217737
Alabama,2020-04-06,8,165,6.0,183.875,4903185
Arizona,2020-04-06,3,196,6.375,204.75,7278717
Florida,2020-04-06,33,1279,7.625,238.0,21477737
Georgia,2020-04-06,75,816,17.0,339.25,10617423
Indiana,2020-04-06,20,549,19.375,405.875,6732219
Montana,2020-04-06,0,21,19.125,397.625,1068778
Vermont,2020-04-06,1,31,17.75,390.125,623989
Wyoming,2020-04-06,0,12,17.5,383.625,578759
Arkansas,2020-04-06,0,74,16.5,372.25,3017804
Colorado,2020-04-06,10,222,17.375,375.5,5758736
Delaware,2020-04-06,1,110,13.375,229.375,973764
Illinois,2020-04-06,27,986,7.375,250.625,12671821
Kentucky,2020-04-06,8,9,5.875,183.125,4467673
Maryland,2020-04-06,24,436,8.875,235.0,6045680
Michigan,2020-04-06,111,1496,22.625,418.125,9986857
Missouri,2020-04-06,4,355,23.125,461.0,6137428
Nebraska,2020-04-06,2,61,23.375,459.375,1934408
New York,2020-04-06,795,7976,121.5,1428.625,19453561
Oklahoma,2020-04-06,5,75,122.0,1424.25,3956971
Virginia,2020-04-06,2,241,118.875,1331.125,8535519
Louisiana,2020-04-06,35,1853,122.25,1561.625,4648794
Minnesota,2020-04-06,1,51,119.375,1513.5,5639632
Tennessee,2020-04-06,15,215,107.375,1353.375,6829174
Wisconsin,2020-04-06,10,173,108.125,1330.625,5822434
California,2020-04-06,37,1208,112.5,1474.0,39512223
New Jersey,2020-04-06,88,3585,24.125,925.125,8882190
New Mexico,2020-04-06,0,62,23.5,923.5,2096829
Washington,2020-04-06,39,400,28.125,943.375,7614893
Connecticut,2020-04-06,17,1231,25.875,865.625,3565287
Mississippi,2020-04-06,8,100,26.75,871.75,2976149
North Dakota,2020-04-06,0,18,24.875,847.125,762062
Pennsylvania,2020-04-06,10,1485,24.875,1011.125,12801989
Rhode Island,2020-04-06,2,160,20.5,880.125,1059361
South Dakota,2020-04-06,2,48,9.75,438.0,884659
Massachusetts,2020-04-06,29,1337,13.375,597.375,6892503
New Hampshire,2020-04-06,0,46,8.5,553.125,1359711
West Virginia,2020-04-06,1,21,6.5,401.875,1792147
North Carolina,2020-04-06,3,285,5.875,425.0,10488084
South Carolina,2020-04-06,4,183,6.375,445.625,5148714
District of Columbia,2020-04-06,2,99,5.375,272.375,705749
District of Columbia,2020-04-06,2,99,5.375,264.75,705749
Iowa,2020-04-07,1,102,5.25,271.5,3155070
Ohio,2020-04-07,25,333,4.75,146.0,11689100
Utah,2020-04-07,0,75,4.75,149.625,3205958
Idaho,2020-04-07,2,40,4.875,152.0,1787065
