state,date,new_deaths,new_cases,seven_rolling_deaths,seven_rolling_cases,population
Washington,2020-01-22,0,0,0.0,0.0,7614893
Washington,2020-01-23,0,0,0.0,0.0,7614893
Washington,2020-01-24,0,0,0.0,0.0,7614893
Illinois,2020-01-25,0,0,0.0,0.0,12671821
Washington,2020-01-25,0,0,0.0,0.0,7614893
Illinois,2020-01-26,0,0,0.0,0.0,12671821
California,2020-01-26,0,1,0.0,0.14285714285714285,39512223
Washington,2020-01-26,0,0,0.0,0.125,7614893
Arizona,2020-01-27,0,0,0.0,0.125,7278717
Illinois,2020-01-27,0,0,0.0,0.125,12671821
California,2020-01-27,0,0,0.0,0.125,39512223
Washington,2020-01-27,0,0,0.0,0.125,7614893
Arizona,2020-01-28,0,0,0.0,0.125,7278717
Illinois,2020-01-28,0,0,0.0,0.125,12671821
California,2020-01-28,0,0,0.0,0.0,39512223
Washington,2020-01-28,0,0,0.0,0.0,7614893
Arizona,2020-01-29,0,0,0.0,0.0,7278717
Illinois,2020-01-29,0,0,0.0,0.0,12671821
California,2020-01-29,0,0,0.0,0.0,39512223
Washington,2020-01-29,0,0,0.0,0.0,7614893
Arizona,2020-01-30,0,0,0.0,0.0,7278717
Illinois,2020-01-30,0,1,0.0,0.125,12671821
California,2020-01-30,0,0,0.0,0.125,39512223
Washington,2020-01-30,0,0,0.0,0.125,7614893
Arizona,2020-01-31,0,0,0.0,0.125,7278717
Illinois,2020-01-31,0,0,0.0,0.125,12671821
California,2020-01-31,0,1,0.0,0.25,39512223
Washington,2020-01-31,0,0,0.0,0.25,7614893
Arizona,2020-02-01,0,0,0.0,0.25,7278717
Illinois,2020-02-01,0,0,0.0,0.125,12671821
California,2020-02-01,0,0,0.0,0.125,39512223
Washington,2020-02-01,0,0,0.0,0.125,7614893
Arizona,2020-02-02,0,0,0.0,0.125,7278717
Illinois,2020-02-02,0,0,0.0,0.125,12671821
California,2020-02-02,0,3,0.0,0.375,39512223
Washington,2020-02-02,0,0,0.0,0.375,7614893
Massachusetts,2020-02-02,0,0,0.0,0.375,6892503
Arizona,2020-02-03,0,0,0.0,0.375,7278717
Illinois,2020-02-03,0,0,0.0,0.375,12671821
California,2020-02-03,0,0,0.0,0.375,39512223
Washington,2020-02-03,0,0,0.0,0.375,7614893
Massachusetts,2020-02-03,0,0,0.0,0.375,6892503
Arizona,2020-02-04,0,0,0.0,0.0,7278717
Illinois,2020-02-04,0,0,0.0,0.0,12671821
California,2020-02-04,0,0,0.0,0.0,39512223
Washington,2020-02-04,0,0,0.0,0.0,7614893
Massachusetts,2020-02-04,0,0,0.0,0.0,6892503
Arizona,2020-02-05,0,0,0.0,0.0,7278717
Illinois,2020-02-05,0,0,0.0,0.0,12671821
California,2020-02-05,0,0,0.0,0.0,39512223
Washington,2020-02-05,0,0,0.0,0.0,7614893
Massachusetts,2020-02-05,0,0,0.0,0.0,6892503
Arizona,2020-02-06,0,0,0.0,0.0,7278717
Illinois,2020-02-06,0,0,0.0,0.0,12671821
Wisconsin,2020-02-06,0,0,0.0,0.0,5822434
California,2020-02-06,0,0,0.0,0.0,39512223
Washington,2020-02-06,0,0,0.0,0.0,7614893
Massachusetts,2020-02-06,0,0,0.0,0.0,6892503
Arizona,2020-02-07,0,0,0.0,0.0,7278717
Illinois,2020-02-07,0,0,0.0,0.0,12671821
Wisconsin,2020-02-07,0,0,0.0,0.0,5822434
California,2020-02-07,0,0,0.0,0.0,39512223
Washington,2020-02-07,0,0,0.0,0.0,7614893
Massachusetts,2020-02-07,0,0,0.0,0.0,6892503
Arizona,2020-02-08,0,0,0.0,0.0,7278717
Illinois,2020-02-08,0,0,0.0,0.0,12671821
Wisconsin,2020-02-08,0,0,0.0,0.0,5822434
California,2020-02-08,0,0,0.0,0.0,39512223
Washington,2020-02-08,0,0,0.0,0.0,7614893
Massachusetts,2020-02-08,0,0,0.0,0.0,6892503
Arizona,2020-02-09,0,0,0.0,0.0,7278717
Illinois,2020-02-09,0,0,0.0,0.0,12671821
Wisconsin,2020-02-09,0,0,0.0,0.0,5822434
California,2020-02-09,0,0,0.0,0.0,39512223
Washington,2020-02-09,0,0,0.0,0.0,7614893
Massachusetts,2020-02-09,0,0,0.0,0.0,6892503
Arizona,2020-02-10,0,0,0.0,0.0,7278717
Illinois,2020-02-10,0,0,0.0,0.0,12671821
Wisconsin,2020-02-10,0,0,0.0,0.0,5822434
California,2020-02-10,0,1,0.0,0.125,39512223
Washington,2020-02-10,0,0,0.0,0.125,7614893
Massachusetts,2020-02-10,0,0,0.0,0.125,6892503
Arizona,2020-02-11,0,0,0.0,0.125,7278717
Illinois,2020-02-11,0,0,0.0,0.125,12671821
Wisconsin,2020-02-11,0,0,0.0,0.125,5822434
California,2020-02-11,0,0,0.0,0.125,39512223
Washington,2020-02-11,0,0,0.0,0.125,7614893
Massachusetts,2020-02-11,0,0,0.0,0.0,6892503
Arizona,2020-02-12,0,0,0.0,0.0,7278717
Illinois,2020-02-12,0,0,0.0,0.0,12671821
Wisconsin,2020-02-12,0,0,0.0,0.0,5822434
California,2020-02-12,0,0,0.0,0.0,39512223
Washington,2020-02-12,0,0,0.0,0.0,7614893
Massachusetts,2020-02-12,0,0,0.0,0.0,6892503
Texas,2020-02-13,0,1,0.0,0.125,28995881
Arizona,2020-02-13,0,0,0.0,0.125,7278717
Illinois,2020-02-13,0,0,0.0,0.125,12671821
Wisconsin,2020-02-13,0,0,0.0,0.125,5822434
California,2020-02-13,0,0,0.0,0.125,39512223
Washington,2020-02-13,0,0,0.0,0.125,7614893
Massachusetts,2020-02-13,0,0,0.0,0.125,6892503
Texas,2020-02-14,0,0,0.0,0.125,28995881
Arizona,2020-02-14,0,0,0.0,0.0,7278717
Illinois,2020-02-14,0,0,0.0,0.0,12671821
Wisconsin,2020-02-14,0,0,0.0,0.0,5822434
California,2020-02-14,0,0,0.0,0.0,39512223
Washington,2020-02-14,0,0,0.0,0.0,7614893
Massachusetts,2020-02-14,0,0,0.0,0.0,6892503
Texas,2020-02-15,0,0,0.0,0.0,28995881
Arizona,2020-02-15,0,0,0.0,0.0,7278717
Illinois,2020-02-15,0,0,0.0,0.0,12671821
Wisconsin,2020-02-15,0,0,0.0,0.0,5822434
California,2020-02-15,0,0,0.0,0.0,39512223
Washington,2020-02-15,0,0,0.0,0.0,7614893
Massachusetts,2020-02-15,0,0,0.0,0.0,6892503
Texas,2020-02-16,0,0,0.0,0.0,28995881
Arizona,2020-02-16,0,0,0.0,0.0,7278717
Illinois,2020-02-16,0,0,0.0,0.0,12671821
Wisconsin,2020-02-16,0,0,0.0,0.0,5822434
California,2020-02-16,0,0,0.0,0.0,39512223
Washington,2020-02-16,0,0,0.0,0.0,7614893
Massachusetts,2020-02-16,0,0,0.0,0.0,6892503
Texas,2020-02-17,0,0,0.0,0.0,28995881
Arizona,2020-02-17,0,0,0.0,0.0,7278717
Illinois,2020-02-17,0,0,0.0,0.0,12671821
Wisconsin,2020-02-17,0,0,0.0,0.0,5822434
California,2020-02-17,0,0,0.0,0.0,39512223
Washington,2020-02-17,0,0,0.0,0.0,7614893
Massachusetts,2020-02-17,0,0,0.0,0.0,6892503
Texas,2020-02-18,0,0,0.0,0.0,28995881
Arizona,2020-02-18,0,0,0.0,0.0,7278717
Illinois,2020-02-18,0,0,0.0,0.0,12671821
Nebraska,2020-02-18,0,0,0.0,0.0,1934408
Wisconsin,2020-02-18,0,0,0.0,0.0,5822434
California,2020-02-18,0,0,0.0,0.0,39512223
Washington,2020-02-18,0,0,0.0,0.0,7614893
Massachusetts,2020-02-18,0,0,0.0,0.0,6892503
Texas,2020-02-19,0,0,0.0,0.0,28995881
Arizona,2020-02-19,0,0,0.0,0.0,7278717
Illinois,2020-02-19,0,0,0.0,0.0,12671821
Nebraska,2020-02-19,0,0,0.0,0.0,1934408
Wisconsin,2020-02-19,0,0,0.0,0.0,5822434
California,2020-02-19,0,0,0.0,0.0,39512223
Washington,2020-02-19,0,0,0.0,0.0,7614893
Massachusetts,2020-02-19,0,0,0.0,0.0,6892503
Texas,2020-02-20,0,0,0.0,0.0,28995881
Arizona,2020-02-20,0,0,0.0,0.0,7278717
Illinois,2020-02-20,0,0,0.0,0.0,12671821
Nebraska,2020-02-20,0,1,0.0,0.125,1934408
Wisconsin,2020-02-20,0,0,0.0,0.125,5822434
California,2020-02-20,0,1,0.0,0.25,39512223
Washington,2020-02-20,0,0,0.0,0.25,7614893
Massachusetts,2020-02-20,0,0,0.0,0.25,6892503
Texas,2020-02-21,0,2,0.0,0.5,28995881
Arizona,2020-02-21,0,0,0.0,0.5,7278717
Illinois,2020-02-21,0,0,0.0,0.5,12671821
Nebraska,2020-02-21,0,0,0.0,0.375,1934408
Wisconsin,2020-02-21,0,0,0.0,0.375,5822434
California,2020-02-21,0,1,0.0,0.375,39512223
Washington,2020-02-21,0,0,0.0,0.375,7614893
Massachusetts,2020-02-21,0,0,0.0,0.375,6892503
Texas,2020-02-22,0,0,0.0,0.125,28995881
Arizona,2020-02-22,0,0,0.0,0.125,7278717
Illinois,2020-02-22,0,0,0.0,0.125,12671821
Nebraska,2020-02-22,0,0,0.0,0.125,1934408
Wisconsin,2020-02-22,0,0,0.0,0.125,5822434
California,2020-02-22,0,0,0.0,0.0,39512223
Washington,2020-02-22,0,0,0.0,0.0,7614893
Massachusetts,2020-02-22,0,0,0.0,0.0,6892503
Texas,2020-02-23,0,0,0.0,0.0,28995881
Arizona,2020-02-23,0,0,0.0,0.0,7278717
Illinois,2020-02-23,0,0,0.0,0.0,12671821
Nebraska,2020-02-23,0,0,0.0,0.0,1934408
Wisconsin,2020-02-23,0,0,0.0,0.0,5822434
California,2020-02-23,0,0,0.0,0.0,39512223
Washington,2020-02-23,0,0,0.0,0.0,7614893
Massachusetts,2020-02-23,0,0,0.0,0.0,6892503
Texas,2020-02-24,0,6,0.0,0.75,28995881
Arizona,2020-02-24,0,0,0.0,0.75,7278717
Illinois,2020-02-24,0,0,0.0,0.75,12671821
Nebraska,2020-02-24,0,1,0.0,0.875,1934408
Wisconsin,2020-02-24,0,0,0.0,0.875,5822434
California,2020-02-24,0,2,0.0,1.125,39512223
Washington,2020-02-24,0,4,0.0,1.625,7614893
Massachusetts,2020-02-24,0,0,0.0,1.625,6892503
Texas,2020-02-25,0,0,0.0,0.875,28995881
Arizona,2020-02-25,0,0,0.0,0.875,7278717
Illinois,2020-02-25,0,0,0.0,0.875,12671821
Nebraska,2020-02-25,0,1,0.0,0.875,1934408
Wisconsin,2020-02-25,0,0,0.0,0.875,5822434
California,2020-02-25,0,0,0.0,0.625,39512223
Washington,2020-02-25,0,0,0.0,0.125,7614893
Massachusetts,2020-02-25,0,0,0.0,0.125,6892503
Utah,2020-02-26,0,0,0.0,0.125,3205958
Texas,2020-02-26,0,0,0.0,0.125,28995881
Arizona,2020-02-26,0,0,0.0,0.125,7278717
Illinois,2020-02-26,0,0,0.0,0.0,12671821
Nebraska,2020-02-26,0,0,0.0,0.0,1934408
Wisconsin,2020-02-26,0,0,0.0,0.0,5822434
California,2020-02-26,0,15,0.0,1.875,39512223
Washington,2020-02-26,0,0,0.0,1.875,7614893
Massachusetts,2020-02-26,0,0,0.0,1.875,6892503
Utah,2020-02-27,0,0,0.0,1.875,3205958
Texas,2020-02-27,0,0,0.0,1.875,28995881
Arizona,2020-02-27,0,0,0.0,1.875,7278717
Illinois,2020-02-27,0,0,0.0,1.875,12671821
Nebraska,2020-02-27,0,0,0.0,1.875,1934408
Wisconsin,2020-02-27,0,0,0.0,0.0,5822434
California,2020-02-27,0,0,0.0,0.0,39512223
Washington,2020-02-27,0,0,0.0,0.0,7614893
Massachusetts,2020-02-27,0,0,0.0,0.0,6892503
Utah,2020-02-28,0,0,0.0,0.0,3205958
Texas,2020-02-28,0,1,0.0,0.125,28995881
Arizona,2020-02-28,0,0,0.0,0.125,7278717
Illinois,2020-02-28,0,0,0.0,0.125,12671821
Nebraska,2020-02-28,0,0,0.0,0.125,1934408
Wisconsin,2020-02-28,0,0,0.0,0.125,5822434
California,2020-02-28,0,1,0.0,0.25,39512223
Washington,2020-02-28,0,2,0.0,0.5,7614893
Massachusetts,2020-02-28,0,0,0.0,0.5,6892503
Utah,2020-02-29,0,0,0.0,0.375,3205958
Texas,2020-02-29,0,0,0.0,0.375,28995881
Oregon,2020-02-29,0,0,0.0,0.375,4217737
Arizona,2020-02-29,0,0,0.0,0.375,7278717
Illinois,2020-02-29,0,1,0.0,0.5,12671821
Nebraska,2020-02-29,0,0,0.0,0.375,1934408
Wisconsin,2020-02-29,0,0,0.0,0.125,5822434
California,2020-02-29,0,1,0.0,0.25,39512223
Washington,2020-02-29,1,3,0.125,0.625,7614893
Massachusetts,2020-02-29,0,0,0.125,0.625,6892503
Utah,2020-03-01,0,0,0.125,0.625,3205958
Texas,2020-03-01,0,0,0.125,0.625,28995881
Oregon,2020-03-01,0,1,0.125,0.625,4217737
Arizona,2020-03-01,0,0,0.125,0.625,7278717
Illinois,2020-03-01,0,0,0.125,0.625,12671821
Nebraska,2020-03-01,0,0,0.125,0.5,1934408
Wisconsin,2020-03-01,0,0,0.0,0.125,5822434
California,2020-03-01,0,5,0.0,0.75,39512223
Washington,2020-03-01,2,7,0.25,1.625,7614893
Massachusetts,2020-03-01,0,0,0.25,1.625,6892503
Utah,2020-03-02,0,0,0.25,1.5,3205958
Texas,2020-03-02,0,0,0.25,1.5,28995881
Oregon,2020-03-02,0,0,0.25,1.5,4217737
Arizona,2020-03-02,0,0,0.25,1.5,7278717
Florida,2020-03-02,0,0,0.25,1.5,21477737
Illinois,2020-03-02,0,1,0.25,1.0,12671821
Nebraska,2020-03-02,0,0,0.0,0.125,1934408
New York,2020-03-02,0,0,0.0,0.125,19453561
Wisconsin,2020-03-02,0,0,0.0,0.125,5822434
California,2020-03-02,0,5,0.0,0.75,39512223
Washington,2020-03-02,3,6,0.375,1.5,7614893
Rhode Island,2020-03-02,0,0,0.375,1.5,1059361
Massachusetts,2020-03-02,0,1,0.375,1.625,6892503
Utah,2020-03-03,0,0,0.375,1.5,3205958
Texas,2020-03-03,0,0,0.375,1.5,28995881
Oregon,2020-03-03,0,0,0.375,1.5,4217737
Arizona,2020-03-03,0,1,0.375,1.625,7278717
Florida,2020-03-03,0,1,0.375,1.125,21477737
Georgia,2020-03-03,0,0,0.0,0.375,10617423
Illinois,2020-03-03,0,0,0.0,0.375,12671821
Nebraska,2020-03-03,0,0,0.0,0.25,1934408
New York,2020-03-03,0,1,0.0,0.375,19453561
Wisconsin,2020-03-03,0,0,0.0,0.375,5822434
California,2020-03-03,0,7,0.0,1.25,39512223
Washington,2020-03-03,4,9,0.5,2.25,7614893
Rhode Island,2020-03-03,0,0,0.5,2.125,1059361
Massachusetts,2020-03-03,0,0,0.5,2.125,6892503
New Hampshire,2020-03-03,0,1,0.5,2.25,1359711
Utah,2020-03-04,0,0,0.5,2.25,3205958
Texas,2020-03-04,0,1,0.5,2.25,28995881
Oregon,2020-03-04,0,0,0.5,2.25,4217737
Arizona,2020-03-04,0,0,0.5,1.375,7278717
Florida,2020-03-04,0,0,0.0,0.25,21477737
Georgia,2020-03-04,0,0,0.0,0.25,10617423
Illinois,2020-03-04,0,0,0.0,0.25,12671821
Nebraska,2020-03-04,0,0,0.0,0.125,1934408
New York,2020-03-04,0,9,0.0,1.25,19453561
Wisconsin,2020-03-04,0,0,0.0,1.125,5822434
California,2020-03-04,1,10,0.125,2.375,39512223
Washington,2020-03-04,1,15,0.25,4.25,7614893
Rhode Island,2020-03-04,0,0,0.25,4.25,1059361
Massachusetts,2020-03-04,0,0,0.25,4.25,6892503
New Hampshire,2020-03-04,0,0,0.25,4.25,1359711
North Carolina,2020-03-04,0,0,0.25,4.25,10488084
Utah,2020-03-05,0,0,0.25,3.125,3205958
Texas,2020-03-05,0,4,0.25,3.625,28995881
Oregon,2020-03-05,0,0,0.125,2.375,4217737
Arizona,2020-03-05,0,0,0.0,0.5,7278717
Florida,2020-03-05,0,1,0.0,0.625,21477737
Georgia,2020-03-05,0,0,0.0,0.625,10617423
Illinois,2020-03-05,0,1,0.0,0.75,12671821
Nebraska,2020-03-05,0,0,0.0,0.75,1934408
New York,2020-03-05,0,11,0.0,2.125,19453561
Wisconsin,2020-03-05,0,0,0.0,1.625,5822434
California,2020-03-05,0,12,0.0,3.125,39512223
New Jersey,2020-03-05,0,1,0.0,3.25,8882190
Washington,2020-03-05,0,28,0.0,6.625,7614893
Rhode Island,2020-03-05,0,0,0.0,6.625,1059361
Massachusetts,2020-03-05,0,1,0.0,6.625,6892503
New Hampshire,2020-03-05,0,0,0.0,6.625,1359711
North Carolina,2020-03-05,0,0,0.0,5.25,10488084
Utah,2020-03-06,0,2,0.0,5.5,3205958
Texas,2020-03-06,0,3,0.0,4.375,28995881
Nevada,2020-03-06,0,0,0.0,4.25,3080156
Oregon,2020-03-06,0,0,0.0,0.75,4217737
Arizona,2020-03-06,0,1,0.0,0.875,7278717
Florida,2020-03-06,2,3,0.25,1.125,21477737
Georgia,2020-03-06,0,1,0.25,1.25,10617423
Colorado,2020-03-06,0,6,0.25,2.0,5758736
Illinois,2020-03-06,0,1,0.25,1.875,12671821
Maryland,2020-03-06,0,0,0.25,1.5,6045680
Nebraska,2020-03-06,0,1,0.25,1.625,1934408
New York,2020-03-06,0,22,0.25,4.375,19453561
Tennessee,2020-03-06,0,0,0.25,4.25,6829174
Wisconsin,2020-03-06,0,0,0.0,3.875,5822434
California,2020-03-06,0,14,0.0,5.5,39512223
New Jersey,2020-03-06,0,2,0.0,5.0,8882190
Washington,2020-03-06,1,11,0.125,6.25,7614893
Rhode Island,2020-03-06,0,1,0.125,6.375,1059361
Massachusetts,2020-03-06,0,5,0.125,6.875,6892503
New Hampshire,2020-03-06,0,0,0.125,4.125,1359711
North Carolina,2020-03-06,0,1,0.125,4.25,10488084
Utah,2020-03-07,0,0,0.125,4.25,3205958
Texas,2020-03-07,0,0,0.125,2.5,28995881
Hawaii,2020-03-07,0,0,0.125,2.25,1415872
Nevada,2020-03-07,0,0,0.0,0.875,3080156
Oregon,2020-03-07,0,4,0.0,1.25,4217737
Arizona,2020-03-07,0,2,0.0,0.875,7278717
Florida,2020-03-07,0,5,0.0,1.5,21477737
Georgia,2020-03-07,0,4,0.0,1.875,10617423
Indiana,2020-03-07,0,0,0.0,1.875,6732219
Colorado,2020-03-07,0,0,0.0,1.875,5758736
Illinois,2020-03-07,0,0,0.0,1.875,12671821
Kentucky,2020-03-07,0,0,0.0,1.875,4467673
Maryland,2020-03-07,0,0,0.0,1.375,6045680
Nebraska,2020-03-07,0,0,0.0,1.125,1934408
New York,2020-03-07,0,45,0.0,6.125,19453561
Oklahoma,2020-03-07,0,0,0.0,5.625,3956971
Minnesota,2020-03-07,0,0,0.0,5.625,5639632
Tennessee,2020-03-07,0,0,0.0,5.625,6829174
Wisconsin,2020-03-07,0,0,0.0,5.625,5822434
California,2020-03-07,0,19,0.0,8.0,39512223
New Jersey,2020-03-07,0,0,0.0,8.0,8882190
Washington,2020-03-07,4,24,0.5,11.0,7614893
Pennsylvania,2020-03-07,0,2,0.5,5.625,12801989
Rhode Island,2020-03-07,0,0,0.5,5.625,1059361
Massachusetts,2020-03-07,0,5,0.5,6.25,6892503
New Hampshire,2020-03-07,0,2,0.5,6.5,1359711
North Carolina,2020-03-07,0,0,0.5,6.5,10488084
South Carolina,2020-03-07,0,0,0.5,4.125,5148714
Utah,2020-03-08,0,0,0.5,4.125,3205958
Texas,2020-03-08,0,4,0.0,1.625,28995881
Hawaii,2020-03-08,0,1,0.0,1.5,1415872
Kansas,2020-03-08,0,0,0.0,1.5,2913314
Nevada,2020-03-08,0,2,0.0,1.125,3080156
Oregon,2020-03-08,0,7,0.0,1.75,4217737
Arizona,2020-03-08,0,0,0.0,1.75,7278717
Florida,2020-03-08,0,1,0.0,1.875,21477737
Georgia,2020-03-08,0,4,0.0,2.375,10617423
Indiana,2020-03-08,0,1,0.0,2.0,6732219
Vermont,2020-03-08,0,0,0.0,1.875,623989
Colorado,2020-03-08,0,0,0.0,1.875,5758736
Illinois,2020-03-08,0,1,0.0,1.75,12671821
Kentucky,2020-03-08,0,3,0.0,1.25,4467673
Maryland,2020-03-08,0,2,0.0,1.5,6045680
Missouri,2020-03-08,0,0,0.0,1.375,6137428
Nebraska,2020-03-08,0,2,0.0,1.125,1934408
New York,2020-03-08,0,17,0.0,3.125,19453561
Oklahoma,2020-03-08,0,0,0.0,3.125,3956971
Virginia,2020-03-08,0,1,0.0,3.25,8535519
Minnesota,2020-03-08,0,1,0.0,3.25,5639632
Tennessee,2020-03-08,0,2,0.0,3.125,6829174
Wisconsin,2020-03-08,0,0,0.0,2.875,5822434
California,2020-03-08,0,12,0.0,4.375,39512223
New Jersey,2020-03-08,0,2,0.0,4.375,8882190
Washington,2020-03-08,3,31,0.375,6.125,7614893
Pennsylvania,2020-03-08,0,2,0.375,6.375,12801989
Rhode Island,2020-03-08,0,0,0.375,6.25,1059361
Massachusetts,2020-03-08,0,15,0.375,8.0,6892503
New Hampshire,2020-03-08,0,0,0.375,7.75,1359711
North Carolina,2020-03-08,0,0,0.375,7.75,10488084
South Carolina,2020-03-08,0,4,0.375,6.75,5148714
District of Columbia,2020-03-08,0,0,0.375,6.5,705749
District of Columbia,2020-03-08,0,0,0.0,2.625,705749
Iowa,2020-03-09,0,5,0.0,3.0,3155070
Utah,2020-03-09,0,0,0.0,3.0,3205958
Texas,2020-03-09,0,1,0.0,1.25,28995881
Hawaii,2020-03-09,0,0,0.0,1.25,1415872
Kansas,2020-03-09,0,0,0.0,1.25,2913314
Nevada,2020-03-09,0,0,0.0,0.75,3080156
Oregon,2020-03-09,0,0,0.0,0.75,4217737
Arizona,2020-03-09,0,1,0.0,0.875,7278717
Florida,2020-03-09,0,1,0.0,0.375,21477737
Georgia,2020-03-09,0,6,0.0,1.125,10617423
Indiana,2020-03-09,0,2,0.0,1.25,6732219
Vermont,2020-03-09,0,0,0.0,1.25,623989
Colorado,2020-03-09,0,4,0.0,1.75,5758736
Illinois,2020-03-09,0,4,0.0,2.25,12671821
Kentucky,2020-03-09,0,1,0.0,2.375,4467673
Maryland,2020-03-09,0,1,0.0,2.375,6045680
Missouri,2020-03-09,0,0,0.0,2.25,6137428
Nebraska,2020-03-09,0,0,0.0,1.5,1934408
New York,2020-03-09,0,36,0.0,5.75,19453561
Oklahoma,2020-03-09,0,0,0.0,5.75,3956971
Virginia,2020-03-09,0,3,0.0,5.625,8535519
Minnesota,2020-03-09,0,0,0.0,5.125,5639632
Tennessee,2020-03-09,0,1,0.0,5.125,6829174
Wisconsin,2020-03-09,0,1,0.0,5.125,5822434
California,2020-03-09,1,60,0.125,12.625,39512223
New Jersey,2020-03-09,0,5,0.125,13.25,8882190
Washington,2020-03-09,3,38,0.5,13.5,7614893
Connecticut,2020-03-09,0,1,0.5,13.625,3565287
Pennsylvania,2020-03-09,0,4,0.5,13.75,12801989
Rhode Island,2020-03-09,0,0,0.5,13.75,1059361
Massachusetts,2020-03-09,0,13,0.5,15.25,6892503
New Hampshire,2020-03-09,0,0,0.5,15.125,1359711
North Carolina,2020-03-09,0,5,0.375,8.25,10488084
South Carolina,2020-03-09,0,1,0.375,7.75,5148714
District of Columbia,2020-03-09,0,3,0.0,3.375,705749
District of Columbia,2020-03-09,0,3,0.0,3.625,705749
Iowa,2020-03-10,0,5,0.0,3.75,3155070
Ohio,2020-03-10,0,0,0.0,3.75,11689100
Utah,2020-03-10,0,1,0.0,2.25,3205958
Texas,2020-03-10,0,7,0.0,3.125,28995881
Hawaii,2020-03-10,0,0,0.0,2.5,1415872
Kansas,2020-03-10,0,0,0.0,2.375,2913314
Nevada,2020-03-10,0,0,0.0,2.0,3080156
Oregon,2020-03-10,0,1,0.0,1.75,4217737
Arizona,2020-03-10,0,0,0.0,1.125,7278717
Florida,2020-03-10,0,9,0.0,2.25,21477737
Georgia,2020-03-10,0,5,0.0,2.75,10617423
Indiana,2020-03-10,0,2,0.0,2.125,6732219
Vermont,2020-03-10,0,0,0.0,2.125,623989
Colorado,2020-03-10,0,5,0.0,2.75,5758736
Illinois,2020-03-10,0,8,0.0,3.75,12671821
Kentucky,2020-03-10,0,2,0.0,3.875,4467673
Maryland,2020-03-10,0,3,0.0,4.25,6045680
Missouri,2020-03-10,0,0,0.0,3.125,6137428
Nebraska,2020-03-10,0,1,0.0,2.625,1934408
New York,2020-03-10,0,31,0.0,6.25,19453561
Oklahoma,2020-03-10,0,1,0.0,6.375,3956971
Virginia,2020-03-10,0,3,0.0,6.125,8535519
Louisiana,2020-03-10,0,5,0.0,5.75,4648794
Minnesota,2020-03-10,0,1,0.0,5.625,5639632
Tennessee,2020-03-10,0,3,0.0,5.625,6829174
Wisconsin,2020-03-10,0,1,0.0,5.75,5822434
California,2020-03-10,1,7,0.125,6.5,39512223
New Jersey,2020-03-10,1,4,0.25,3.125,8882190
Washington,2020-03-10,2,100,0.5,15.5,7614893
Connecticut,2020-03-10,0,0,0.5,15.125,3565287
Pennsylvania,2020-03-10,0,2,0.5,14.75,12801989
Rhode Island,2020-03-10,0,2,0.5,14.875,1059361
Massachusetts,2020-03-10,0,51,0.5,20.875,6892503
New Hampshire,2020-03-10,0,1,0.5,20.875,1359711
North Carolina,2020-03-10,0,0,0.375,20.0,10488084
South Carolina,2020-03-10,0,2,0.25,19.75,5148714
District of Columbia,2020-03-10,0,0,0.0,7.25,705749
District of Columbia,2020-03-10,0,0,0.0,7.25,705749
Iowa,2020-03-11,0,1,0.0,7.125,3155070
Ohio,2020-03-11,0,1,0.0,7.0,11689100
Utah,2020-03-11,0,1,0.0,0.75,3205958
Texas,2020-03-11,0,2,0.0,0.875,28995881
Hawaii,2020-03-11,0,0,0.0,0.875,1415872
Kansas,2020-03-11,0,0,0.0,0.625,2913314
Nevada,2020-03-11,0,3,0.0,1.0,3080156
Oregon,2020-03-11,0,6,0.0,1.75,4217737
Arizona,2020-03-11,0,3,0.0,2.0,7278717
Florida,2020-03-11,0,3,0.0,2.25,21477737
Georgia,2020-03-11,0,9,0.0,3.25,10617423
Indiana,2020-03-11,0,5,0.0,3.625,6732219
Vermont,2020-03-11,0,1,0.0,3.75,623989
Colorado,2020-03-11,0,17,0.0,5.875,5758736
Illinois,2020-03-11,0,6,0.0,6.25,12671821
Kentucky,2020-03-11,0,0,0.0,5.5,4467673
Maryland,2020-03-11,0,4,0.0,5.625,6045680
Michigan,2020-03-11,0,0,0.0,5.25,9986857
Missouri,2020-03-11,0,0,0.0,4.125,6137428
Nebraska,2020-03-11,0,6,0.0,4.25,1934408
New York,2020-03-11,0,44,0.0,9.625,19453561
Oklahoma,2020-03-11,0,0,0.0,7.5,3956971
Virginia,2020-03-11,0,2,0.0,7.0,8535519
Louisiana,2020-03-11,0,7,0.0,7.875,4648794
Minnesota,2020-03-11,0,2,0.0,7.625,5639632
Tennessee,2020-03-11,0,1,0.0,7.75,6829174
Wisconsin,2020-03-11,0,3,0.0,8.125,5822434
California,2020-03-11,1,23,0.125,10.25,39512223
New Jersey,2020-03-11,0,8,0.125,5.75,8882190
Washington,2020-03-11,5,59,0.75,13.125,7614893
Connecticut,2020-03-11,0,1,0.75,13.0,3565287
Pennsylvania,2020-03-11,0,4,0.75,12.625,12801989
Rhode Island,2020-03-11,0,0,0.75,12.375,1059361
South Dakota,2020-03-11,0,3,0.75,12.625,884659
Massachusetts,2020-03-11,0,3,0.75,12.625,6892503
New Hampshire,2020-03-11,0,0,0.625,9.75,1359711
North Carolina,2020-03-11,0,1,0.625,8.875,10488084
South Carolina,2020-03-11,0,1,0.0,1.625,5148714
District of Columbia,2020-03-11,0,6,0.0,2.25,705749
